id,token,tag
0,Проводится,Contrib
1,сравнительно-сопоставительный,Contrib|Method
2,анализ,Contrib|Method
3,английских,Contrib
4,и,Contrib
5,китайских,Contrib
6,лексико-семантических,Contrib
7,типов,Contrib
8,выражения,Contrib
9,значения,Contrib
10,«,Contrib
11,движение,Contrib
12,вверх,Contrib
13,»,Contrib
14,.,O
15,В,O
16,процессе,O
17,поиска,O
18,функционально,O
19,соотносимых,O
20,типов,O
21,выделено,Contrib
22,три,Contrib
23,различных,Contrib
24,структурных,Contrib
25,модели,Contrib
26,лексем,Contrib
27,английского,Contrib
28,языка,Contrib
29,и,Contrib
30,два,Contrib
31,типа,Contrib
32,лексем,Contrib
33,китайского,Contrib
34,языка,Contrib
35,.,O
36,В,O
37,качестве,O
38,единиц,O
39,для,O
40,сравнительно-сопоставительного,Method
41,анализа,Method
42,рассматриваются,O
43,функционально,O
44,соотносимые,O
45,и,O
46,структурно,O
47,схожие,O
48,типы,O
49,описания,O
50,движения,O
51,вверх,O
52,–,O
53,аналитические,O
54,лексемы,O
55,«,O
56,глагольное,O
57,слово,O
58,+,O
59,наречие,O
60,up,O
61,в,O
62,английском,O
63,и,O
64,аналогичный,O
65,постпозитивный,O
66,элемент-частица,O
67,",",O
68,выражающий,O
69,значение,O
70,вверх,O
71,в,O
72,китайском,O
73,»,O
74,.,O
