id,token,tag
0,Рассматриваются,Contrib
1,структура,Contrib
2,и,Contrib
3,содержание,Contrib
4,значения,Contrib
5,слова,Contrib
6,«,Contrib
7,женщина,Contrib
8,»,Contrib
9,в,Contrib
10,лексикографических,Contrib
11,источниках,Contrib
12,",",Contrib
13,материалах,Contrib
14,ассоциативных,Contrib
15,словарей,Contrib
16,и,Contrib
17,данных,Contrib
18,свободного,Contrib
19,ассоциативного,Contrib
20,эксперимента,Contrib
21,.,O
22,Привлечение,O
23,данных,O
24,трех,O
25,языков,O
26,позволяет,O
27,выявить,Contrib
28,универсальные,Contrib
29,и,Contrib
30,специфические,Contrib
31,особенности,Contrib
32,репрезентации,Contrib
33,образа,Contrib
34,женщины,Contrib
35,в,Contrib
36,русской,Contrib
37,",",Contrib
38,хакасской,Contrib
39,и,Contrib
40,английской,Contrib
41,лингвокультурах,Contrib
42,.,O
