id,token,tag
0,Одной,O
1,из,O
2,центральных,O
3,идей,O
4,моделирования,Task
5,языкового,Task
6,сознания,Task
7,",",O
8,получивших,O
9,теоретическое,O
10,и,O
11,практическое,O
12,воплощение,O
13,",",O
14,является,O
15,«,Task
16,идея,Task
17,построения,Task
18,когнайзера,Task
19,»,Task
20,–,O
21,семиотической,O
22,машины,O
23,(,O
24,автомата,O
25,),O
26,",",O
27,как,O
28,инфокогнитивной,O
29,компьютерной,O
30,системы/,O
31,технологии,O
32,",",O
33,реализующей,O
34,возможные,O
35,модели,O
36,операциональных,O
37,отношений,O
38,",",O
39,существующих,O
40,в,O
41,сознании,O
42,носителя,O
43,языка,O
44,культуры,O
45,",",O
46,между,O
47,языковыми,O
48,единицами,O
49,(,O
50,ЯЕ,O
51,),O
52,",",O
53,которые,O
54,зафиксированы,O
55,в,O
56,различных,O
57,ассоциативных,O
58,и,O
59,когнитивных,O
60,экспериментах,O
61,.,O
62,Теоретическое,O
63,и,O
64,практическое,O
65,воплощение,O
66,идеи,Task
67,когнайзера,Task
68,актуально,O
69,как,O
70,для,O
71,решения,O
72,общей,Task
73,проблемы,Task
74,когниции,Task
75,",",O
76,так,O
77,и,O
78,для,O
79,решения,O
80,частных,O
81,проблем,O
82,многих,O
83,наук,O
84,",",O
85,междисциплинарных,O
86,исследований,O
87,и,O
88,разработок,O
89,",",O
90,для,O
91,интегрированных,O
92,и/,O
93,или,O
94,конвергентных,O
95,технологий,O
96,",",O
97,в,O
98,частности,O
99,NBIC-технологий,O
100,.,O
101,Рассматриваются,Contrib
102,теоретические,Contrib
103,основания,Contrib
104,формального,Contrib|Method
105,сравнительного,Contrib|Method
106,анализа,Contrib|Method
107,психолингвистических,Contrib
108,ассоциативных,Contrib
109,экспериментов,Contrib
110,и,Contrib
111,анализа,Contrib
112,текстовых,Contrib
113,массивов,Contrib
114,с,Contrib
115,использованием,Contrib
116,различных,Contrib
117,метрик,Contrib
118,",",Contrib
119,основанных,Contrib
120,на,Contrib
121,дистрибутивно-статистическом,Contrib|Method
122,методе,Contrib|Method
123,и,Contrib
124,компонентном,Contrib|Method
125,анализе,Contrib|Method
126,.,O
