id,token,tag
0,Представлены,O
1,основные,O
2,итоги,O
3,исследования,Contrib
4,дипломатического,Contrib|Task
5,дискурса,Contrib|Task
6,",",O
7,которое,O
8,было,O
9,проведено,O
10,с,O
11,целью,O
12,выявления,Contrib
13,специфических,Contrib
14,особенностей,Contrib
15,данного,Contrib
16,вида,Contrib
17,общения,Contrib
18,",",O
19,выделения,Contrib
20,его,Contrib
21,возможных,Contrib
22,форм,Contrib
23,",",O
24,а,O
25,также,O
26,изучения,Contrib
27,интенционального,Contrib
28,профиля,Contrib
29,закрытых,Contrib
30,дипломатических,Contrib
31,переговоров,Contrib
32,",",Contrib
33,завершившихся,Contrib
34,достижением,Contrib
35,поставленных,Contrib
36,в,Contrib
37,общении,Contrib
38,целей,Contrib
39,.,O
