id,token,tag
0,В,O
1,статье,O
2,описывается,Contrib
3,механизм,Contrib
4,реализации,Contrib
5,комического,Contrib
6,эффекта,Contrib
7,на,O
8,примере,O
9,своеобразных,O
10,текстов,O
11,–,O
12,этноанекдотов,O
13,на,O
14,литературном,O
15,немецком,O
16,языке,O
17,с,O
18,вкраплением,O
19,диалекта,O
20,.,O
21,Основной,O
22,вопрос,O
23,",",O
24,который,O
25,раскрывается,O
26,в,O
27,статье,O
28,:,O
29,почему,O
30,это,O
31,смешно,O
32,?,O
33,В,O
34,статье,O
35,представлена,Contrib
36,авторская,Contrib
37,классификация,Contrib
38,этноанекдотов,Contrib
39,и,Contrib
40,схема,Contrib
41,реализации,Contrib
42,комического,Contrib
43,эффекта,Contrib
44,.,O
