id,token,tag
0,Несобственно-прямая,Task
1,речь,Task
2,(,Task
3,НПР,Task
4,),Task
5,–,O
6,весьма,O
7,распространенный,O
8,стилистический,O
9,прием,O
10,в,O
11,англоязычных,O
12,текстах,O
13,.,O
14,Посвященные,O
15,ему,O
16,исследования,O
17,появились,O
18,около,O
19,ста,O
20,лет,O
21,назад,O
22,.,O
23,За,O
24,минувшее,O
25,столетие,O
26,взгляды,O
27,лингвистов,O
28,на,O
29,НПР,O
30,прошли,O
31,через,O
32,различные,O
33,стадии,O
34,:,O
35,от,O
36,формального,O
37,описания,O
38,грамматических,O
39,черт,O
40,до,O
41,генеративистики,O
42,.,O
43,В,O
44,настоящее,O
45,время,O
46,наиболее,O
47,распространен,O
48,подход,O
49,к,O
50,изучению,Task
51,НПР,Task
52,со,O
53,стороны,O
54,прагматики,O
55,.,O
56,В,O
57,статье,O
58,рассматривается,Contrib
59,эволюция,Contrib
60,взглядов,Contrib
61,на,Contrib
62,НПР,Contrib
63,среди,Contrib
64,западных,Contrib
65,лингвистов,Contrib
66,в,Contrib
67,период,Contrib
68,XX–XXI,Contrib
69,вв,Contrib
70,.,O
