id,token,tag
0,Рассматриваются,Contrib
1,итеративные,Contrib
2,значения,Contrib
3,бивербальной,Contrib
4,конструкции,Contrib
5,",",Contrib
6,состоящей,Contrib
7,из,Contrib
8,деепричастия,Contrib
9,основного,Contrib
10,глагола,Contrib
11,и,Contrib
12,вспомогательного,Contrib
13,глагола,Contrib
14,одур=,Contrib
15,‘,Contrib
16,сидеть,Contrib
17,’,Contrib
18,.,O
19,Она,Conc
20,является,Conc
21,единственным,Conc
22,средством,Conc
23,выражения,Conc
24,действий,Conc
25,",",Conc
26,регулярно,Conc
27,повторяющихся,Conc
28,через,Conc
29,определенные,Conc
30,промежутки,Conc
31,времени,Conc
32,.,O
33,Эта,Conc
34,конструкция,Conc
35,используется,Conc
36,также,Conc
37,для,Conc
38,обозначения,Conc
39,действия,Conc
40,",",Conc
41,совершающихся,Conc
42,в,Conc
43,определенный,Conc
44,момент,Conc
45,или,Conc
46,период,Conc
47,времени,Conc
48,при,Conc
49,определенных,Conc
50,условиях,Conc
51,",",Conc
52,или,Conc
53,действий,Conc
54,",",Conc
55,характеризующих,Conc
56,субъект,Conc
57,постоянно,Conc
58,.,O
59,Специфическая,Conc
60,особенность,Conc
61,одур=,Conc
62,проявляется,Conc
63,в,Conc
64,том,Conc
65,",",Conc
66,что,Conc
67,он,Conc
68,акцентирует,Conc
69,конкретные,Conc
70,условия,Conc
71,",",Conc
72,при,Conc
73,которых,Conc
74,совершается,Conc
75,действие,Conc
76,.,O
77,Это,Conc
78,отличает,Conc
79,шорскую,Conc
80,конструкцию,Conc
81,от,Conc
82,формы,Conc
83,русского,Conc
84,несовершенного,Conc
85,вида,Conc
86,и,Conc
87,от,Conc
88,английской,Conc
89,формы,Conc
90,Continuous,Conc
91,.,O
