id,token,tag
0,Описываются,Contrib
1,достигнутые,Contrib
2,результаты,Contrib
3,работы,Contrib
4,по,Contrib
5,созданию,Contrib
6,региональной,Contrib
7,ассоциативной,Contrib
8,базы,Contrib
9,данных,Contrib
10,(,O
11,в,O
12,дальнейшем,O
13,:,O
14,СИБАС,O
15,),O
16,",",O
17,полученной,O
18,в,O
19,массовом,O
20,ассоциативном,O
21,эксперименте,O
22,(,O
23,2007–2012,O
24,),O
25,со,O
26,студентами,O
27,в,O
28,вузах,O
29,Сибири,O
30,и,O
31,Дальнего,O
32,Востока,O
33,.,O
34,Работа,O
35,проводится,O
36,в,O
37,рамках,O
38,инициированного,O
39,Институтом,O
40,языкознания,O
41,РАН,O
42,общероссийского,O
43,проекта,O
44,",",O
45,нацеленного,O
46,на,O
47,создание,Task
48,нового,Task
49,русского,Task
50,ассоциативного,Task
51,словаря,Task
52,.,O
53,Рассматриваются,Contrib
54,возможности,Contrib
55,использования,Contrib
56,этого,Contrib
57,материала,Contrib
58,для,Contrib
59,междисциплинарного,Contrib
60,исследования,Contrib
61,динамики,Contrib
62,этнокультурных,Contrib
63,(,Contrib
64,ценностных,Contrib
65,),Contrib
66,доминант,Contrib
67,молодых,Contrib
68,россиян,Contrib
69,в,Contrib
70,постсоветский,Contrib
71,период,Contrib
72,.,O
73,Полученные,O
74,в,O
75,эксперименте,O
76,данные,O
77,свидетельствуют,O
78,о,O
79,сохранении,Conc
80,устойчивости,Conc
81,(,Conc
82,по,Conc
83,отношению,Conc
84,к,Conc
85,соответствующим,Conc
86,общероссийским,Conc
87,показателями,Conc
88,прошлого,Conc
89,века,Conc
90,),Conc
91,ассоциативных,Conc
92,доминант,Conc
93,",",Conc
94,составляющих,Conc
95,ядро,Conc
96,языкового,Conc
97,сознания,Conc
98,молодых,Conc
99,носителей,Conc
100,русского,Conc
101,языка,Conc
102,",",Conc
103,проживающих,Conc
104,в,Conc
105,азиатских,Conc
106,регионах,Conc
107,России,Conc
108,.,O
