id,token,tag
0,Анализируются,Contrib
1,функциональные,Contrib
2,и,Contrib
3,когнитивные,Contrib
4,особенности,Contrib
5,глагольно-наречных,Contrib
6,лексем,Contrib
7,типа,Contrib
8,come,Contrib
9,back,Contrib
10,в,Contrib
11,сравнении,Contrib
12,с,Contrib
13,другими,Contrib
14,типами,Contrib
15,аналитических,Contrib
16,лексем,Contrib
17,английского,Contrib
18,языка,Contrib
19,.,O
20,Особое,Contrib
21,внимание,Contrib
22,уделяется,Contrib
23,производным,Contrib
24,номинативным,Contrib
25,единицам,Contrib
26,типа,Contrib
27,comeback,Contrib
28,",",Contrib
29,worn-out,Contrib
30,",",Contrib
31,run-down,Contrib
32,",",Contrib
33,bystander,Contrib
34,",",Contrib
35,make,Contrib
36,a,Contrib
37,comeback,Contrib
38,и,Contrib
39,др.,Contrib
40,",",Contrib
41,которые,Contrib
42,образуются,Contrib
43,на,Contrib
44,основе,Contrib
45,глагольно-наречных,Contrib
46,лексем,Contrib
47,.,O
48,Функциональная,Contrib
49,гибкость,Contrib
50,глагольно-наречных,Contrib
51,лексем,Contrib
52,и,Contrib
53,их,Contrib
54,подобие,Contrib
55,цельнооформленным,Contrib
56,номинативным,Contrib
57,единицам,Contrib
58,изучаются,Contrib
59,на,Contrib
60,материале,Contrib
61,публицистических,Contrib
62,текстов,Contrib
63,некоторых,Contrib
64,британских,Contrib
65,общенациональных,Contrib
66,газет,Contrib
67,.,O
