id,token,tag
0,В,O
1,статье,O
2,представлены,O
3,результаты,O
4,этимологического,Contrib|Method
5,и,Contrib|Method
6,лексикографического,Contrib|Method
7,анализа,Contrib|Method
8,имен,Contrib
9,концепта,Contrib
10,HAPPINESS,Contrib
11,и,Contrib
12,антиконцепта,Contrib
13,UNHAPPINESS,Contrib
14,",",O
15,которые,O
16,позволили,O
17,реконструировать,Contrib
18,содержание,Contrib
19,элементов,Contrib
20,данной,Contrib
21,концептуальной,Contrib
22,оппозиции,Contrib
23,",",O
24,а,O
25,также,O
26,проследить,Contrib
27,их,Contrib
28,эволюцию,Contrib
29,.,O
30,Исследование,O
31,также,O
32,содержит,O
33,результаты,O
34,сопоставительного,Contrib|Method
35,количественного,Contrib|Method
36,анализа,Contrib|Method
37,вербальных,Contrib
38,репрезентаций,Contrib
39,концепта,Contrib
40,и,Contrib
41,антиконцепта,Contrib
42,в,Contrib
43,американском,Contrib
44,политическом,Contrib
45,дискурсе,Contrib
46,и,Contrib
47,художественных,Contrib
48,текстах,Contrib
49,.,O
