id,token,tag
0,Приводятся,O
1,результаты,O
2,анализа,Contrib
3,ключевого,Contrib
4,для,Contrib
5,американской,Contrib
6,лингвокультуры,Contrib
7,слова,Contrib
8,positive,Contrib
9,и,Contrib
10,устойчивого,Contrib
11,сочетания,Contrib
12,think,Contrib
13,(,Contrib
14,ing,Contrib
15,),Contrib
16,positively,Contrib
17,",",O
18,называющего,O
19,",",O
20,по,O
21,нашему,O
22,мнению,O
23,",",O
24,этноспецифический,O
25,культурный,O
26,концепт,O
27,«,O
28,позитивное,O
29,мироощущение,O
30,/,O
31,оптимизм,O
32,»,O
33,.,O
34,Проводится,Contrib
35,параллель,Contrib
36,с,Contrib
37,аналогичными,Contrib
38,словами,Contrib
39,в,Contrib
40,русской,Contrib
41,лингвокультуре,Contrib
42,.,O
43,Делается,O
44,предположение,O
45,об,O
46,определенном,Conc
47,влиянии,Conc
48,американского,Conc
49,концепта,Conc
50,на,Conc
51,соответствующий,Conc
52,русский,Conc
53,.,O
54,Исследование,O
55,носит,O
56,предварительный,O
57,характер,O
58,.,O
