id,token,tag
0,Идиомы,Contrib
1,рассматриваются,Contrib
2,как,Contrib
3,промежуточные,Contrib
4,языковые,Contrib
5,образования,Contrib
6,между,Contrib
7,словосочетаниями,Contrib
8,и,Contrib
9,словами,Contrib
10,",",Contrib
11,состоящие,Contrib
12,из,Contrib
13,особых,Contrib
14,единиц,Contrib
15,",",Contrib
16,чьи,Contrib
17,свойства,Contrib
18,позволяют,Contrib
19,относить,Contrib
20,их,Contrib
21,к,Contrib
22,определенному,Contrib
23,уровню,Contrib
24,.,O
25,Показываются,O
26,наличие,Conc
27,диффузии,Conc
28,уровней,Conc
29,",",O
30,континуальность,Conc
31,перехода,Conc
32,от,Conc
33,одного,Conc
34,уровня,Conc
35,к,Conc
36,другому,Conc
37,и,O
38,существование,Conc
39,промежуточных,Conc
40,уровней,Conc
41,",",Conc
42,на,Conc
43,которых,Conc
44,располагаются,Conc
45,единицы,Conc
46,",",Conc
47,в,Conc
48,разной,Conc
49,степени,Conc
50,совмещающие,Conc
51,в,Conc
52,себе,Conc
53,типологические,Conc
54,признаки,Conc
55,двух,Conc
56,уровней,Conc
57,(,Conc
58,выше-,Conc
59,и,Conc
60,нижележащего,Conc
61,),Conc
62,.,O
