id,token,tag
0,Проводится,Contrib
1,сравнительный,Contrib|Method
2,корпусный,Contrib|Method
3,анализ,Contrib|Method
4,возникшего,Contrib
5,в,Contrib
6,новоанглийский,Contrib
7,период,Contrib
8,явления,Contrib
9,вторичного,Contrib
10,аналитизма,Contrib
11,с,Contrib
12,целью,Contrib
13,выявления,Contrib
14,наиболее,Contrib
15,ранних,Contrib
16,употреблений,Contrib
17,вторичных,Contrib
18,аналитических,Contrib
19,конструкций,Contrib
20,с,Contrib
21,эврисемичными,Contrib
22,глаголами,Contrib
23,",",Contrib
24,их,Contrib
25,состава,Contrib
26,и,Contrib
27,возможной,Contrib
28,зависимости,Contrib
29,от,Contrib
30,функционально-стилистических,Contrib
31,особенностей,Contrib
32,текстов,Contrib
33,.,O
34,Исследование,O
35,проводилось,O
36,на,O
37,базе,O
38,Исторического,O
39,корпуса,O
40,американского,O
41,английского,O
42,(,O
43,COHA,O
44,),O
45,и,O
46,корпуса,O
47,GOOGLE,O
48,Books,O
49,.,O
