id,token,tag
0,Изучается,O
1,феномен,Task
2,полноты,Task
3,сознания,Task
4,и,O
5,проводится,Contrib
6,предварительная,Contrib
7,адаптация,Contrib
8,опросника,Contrib|Method
9,внимательности,Contrib|Method
10,и,Contrib|Method
11,осознанности,Contrib|Method
12,MAAS,Contrib|Method
13,",",Contrib
14,разработанная,Contrib
15,K.,Contrib
16,Brown,Contrib
17,и,Contrib
18,R.,Contrib
19,Ryan,Contrib
20,.,O
21,Были,O
22,получены,Conc
23,умеренные,Conc
24,значения,Conc
25,альфа,Conc
26,Кронбаха,Conc
27,(,Conc
28,"0,76",Conc
29,),Conc
30,и,Conc
31,коэффициента,Conc
32,Спирмена,Conc
33,–,Conc
34,Брауна,Conc
35,(,Conc
36,"0,74",Conc
37,),Conc
38,",",O
39,что,O
40,свидетельствует,O
41,об,O
42,удовлетворительной,Conc
43,внутренней,Conc
44,согласованности,Conc
45,пунктов,Conc
46,опросника,Conc
47,.,O
48,Структуры,Conc
49,корреляций,Conc
50,оригинальной,Conc
51,и,Conc
52,русскоязычной,Conc
53,версии,Conc
54,шкалы,Conc
55,достаточно,Conc
56,похожи,Conc
57,",",O
58,что,O
59,может,O
60,косвенно,O
61,указывать,O
62,на,O
63,сохранение,Conc
64,основного,Conc
65,смысла,Conc
66,переведенных,Conc
67,на,Conc
68,русский,Conc
69,язык,Conc
70,вопросов,Conc
71,.,O
72,Были,O
73,получены,Conc
74,значимые,Conc
75,связи,Conc
76,с,Conc
77,психологическим,Conc
78,благополучием,Conc
79,",",Conc
80,продуктивностью,Conc
81,и,Conc
82,переключаемостью,Conc
83,внимания,Conc
84,",",Conc
85,обратные,Conc
86,корреляции,Conc
87,с,Conc
88,вербально-перцептивной,Conc
89,интерференцией,Conc
90,.,O
