id,token,tag
0,Превратившаяся,Conc
1,в,Conc
2,непреложный,Conc
3,жизненный,Conc
4,долг,Conc
5,обязанность,Conc
6,личности,Conc
7,по,Conc
8,созданию,Conc
9,собственной,Conc
10,идентичности,Conc
11,есть,Conc
12,",",Conc
13,с,Conc
14,одной,Conc
15,стороны,Conc
16,",",Conc
17,ответ,Conc
18,на,Conc
19,вызовы,Conc
20,времени,Conc
21,и,Conc
22,попытка,Conc
23,обретения,Conc
24,стабильности,Conc
25,в,Conc
26,нестабильном,Conc
27,мире,Conc
28,",",Conc
29,с,Conc
30,другой,Conc
31,–,Conc
32,новая,Conc
33,форма,Conc
34,социального,Conc
35,контроля,Conc
36,и,Conc
37,средство,Conc
38,извлечения,Conc
39,прибыли,Conc
40,",",Conc
41,вызванные,Conc
42,к,Conc
43,жизни,Conc
44,логикой,Conc
45,развития,Conc
46,неолиберального,Conc
47,капитализма,Conc
48,.,O
