id,token,tag
0,Предпринята,Contrib
1,попытка,Contrib
2,анализа,Contrib
3,психосемантического,Contrib|Method
4,метода,Contrib|Method
5,множественной,Contrib|Method
6,идентификации,Contrib|Method
7,для,Contrib
8,изучения,Contrib|Task
9,просоциального,Contrib|Task
10,поведения,Contrib|Task
11,.,O
12,Перспектива,O
13,использования,O
14,метода,Method
15,множественных,Method
16,идентификаций,Method
17,к,O
18,исследованию,Task
19,феномена,Task
20,помогающего,Task
21,поведения,Task
22,может,O
23,быть,O
24,связана,O
25,с,O
26,возможностью,O
27,исследовать,O
28,системы,O
29,значений,O
30,",",O
31,описывающих,O
32,содержательную,O
33,структуру,O
34,базовых,O
35,поступков,O
36,.,O
37,Эти,O
38,структуры,O
39,",",O
40,являясь,O
41,наиболее,O
42,устойчивыми,O
43,и,O
44,характерными,O
45,для,O
46,определенной,O
47,группы,O
48,испытуемых,O
49,",",O
50,позволяют,O
51,увидеть,O
52,возможные,O
53,основания,O
54,формирования,O
55,помогающего,O
56,поведения,O
57,.,O
58,Специфика,O
59,предложенной,O
60,методики,O
61,заключается,O
62,в,O
63,том,O
64,",",O
65,что,O
66,она,O
67,дает,O
68,возможность,O
69,проследить,O
70,особенности,O
71,понимания,O
72,",",O
73,оценки,O
74,поступка,O
75,в,O
76,контексте,O
77,",",O
78,конкретного,O
79,действия,O
80,.,O
