id,token,tag
0,Идеи,Contrib|Task
1,идентичности,Contrib|Task
2,и,Contrib|Task
3,преображения,Contrib|Task
4,личности,Contrib|Task
5,рассматриваются,Contrib
6,как,Contrib
7,феномены,Contrib
8,разных,Contrib
9,культур,Contrib
10,.,O
11,В,Conc
12,российском,Conc
13,методе,Conc
14,психотерапии,Conc
15,–,Conc
16,дианализе,Conc|Method
17,",",Conc
18,продолжателе,Conc
19,русских,Conc
20,духовных,Conc
21,традиций,Conc
22,",",Conc
23,основой,Conc
24,эффективной,Conc
25,помощи,Conc
26,является,Conc
27,поиск,Conc
28,идеи,Conc
29,",",Conc
30,преображающей,Conc
31,личность,Conc
32,.,O
