id,token,tag
0,Ценностное,Contrib
1,измерение,Contrib
2,понимается,Contrib
3,как,Contrib
4,оценка,Contrib
5,интенсивности,Contrib
6,ценностных,Contrib
7,отношений,Contrib
8,личности,Contrib
9,к,Contrib
10,себе,Contrib
11,и,Contrib
12,другим,Contrib
13,.,O
14,Выделяются,Contrib
15,ценностные,Contrib
16,критерии,Contrib
17,идентификации,Contrib
18,(,Contrib
19,«,Contrib
20,Я,Contrib
21,»,Contrib
22,",",Contrib
23,«,Contrib
24,Идеальное,Contrib
25,»,Contrib
26,",",Contrib
27,«,Contrib
28,Антиидеальное,Contrib
29,»,Contrib
30,),Contrib
31,и,Contrib
32,соответствующие,Contrib
33,им,Contrib
34,ценностные,Contrib
35,уровни,Contrib
36,в,Contrib
37,структуре,Contrib
38,идентичности,Contrib
39,.,O
40,Обсуждаются,Contrib
41,возможные,Contrib
42,механизмы,Contrib
43,идентификации,Contrib
44,",",Contrib
45,специфичные,Contrib
46,для,Contrib
47,разных,Contrib
48,уровней,Contrib
49,и,Contrib
50,разновидностей,Contrib
51,идентичности,Contrib
52,.,O
