id,token,tag
0,Представлен,O
1,опыт,O
2,комплексного,Contrib
3,сопровождения,Contrib
4,сети,Contrib
5,специализированных,Contrib
6,классов,Contrib
7,математической,Contrib
8,и,Contrib
9,естественнонаучной,Contrib
10,направленности,Contrib
11,общеобразовательных,Contrib
12,учреждений,Contrib
13,Новосибирской,Contrib
14,области,Contrib
15,.,O
16,Особое,O
17,внимание,O
18,уделено,O
19,вопросам,O
20,создания,Task
21,модели,Task
22,управления,Task
23,развитием,Task
24,сети,Task
25,специализированных,Task
26,классов,Task
27,",",O
28,научно-методическому,Task
29,и,Task
30,психолого-педагогическому,Task
31,сопровождению,Task
32,специализированного,Task
33,обучения,Task
34,.,O
