id,token,tag
0,Рассматривается,Contrib
1,возможность,Contrib
2,строения,Contrib|Task
3,образовательной,Contrib|Task
4,траектории,Contrib|Task
5,(,Contrib|Task
6,среды,Contrib|Task
7,),Contrib|Task
8,на,Contrib
9,основании,Contrib
10,использования,Contrib
11,интерактивных,Contrib
12,технологий,Contrib
13,",",Contrib
14,где,Contrib
15,содержательным,Contrib
16,компонентом,Contrib
17,являются,Contrib
18,образовательные,Contrib
19,веб-сайты,Contrib
20,",",Contrib
21,мультимедийные,Contrib
22,обучающие,Contrib
23,программы,Contrib
24,",",Contrib
25,интернет-ресурсы,Contrib
26,и,Contrib
27,т.,Contrib
28,д,Contrib
29,.,O
30,При,O
31,этом,O
32,мультимедиа,O
33,как,O
34,технология,O
35,лежит,O
36,в,O
37,основе,O
38,обучения,Task
39,иностранным,Task
40,языкам,Task
41,.,O
