id,token,tag
0,Психологический,Contrib
1,облик,Contrib
2,в,Contrib
3,статье,Contrib
4,определяется,Contrib
5,с,Contrib
6,позиций,Contrib
7,баланса,Contrib
8,активностей,Contrib
9,художественно-образного,Contrib
10,и,Contrib
11,понятийно-логического,Contrib
12,познания,Contrib
13,или,Contrib
14,дисбаланса,Contrib
15,",",Contrib
16,проявляющегося,Contrib
17,в,Contrib
18,личностных,Contrib
19,отношениях,Contrib
20,.,O
21,Рассматривается,Contrib
22,психологическое,Contrib
23,развитие,Contrib
24,",",Contrib
25,связь,Contrib
26,«,Contrib
27,взрослого,Contrib
28,»,Contrib
29,и,Contrib
30,«,Contrib
31,детского,Contrib
32,»,Contrib
33,в,Contrib
34,творчестве,Contrib
35,",",Contrib
36,отклонения,Contrib
37,в,Contrib
38,творческом,Contrib
39,поведении,Contrib
40,",",Contrib
41,крайности,Contrib
42,в,Contrib
43,поведении,Contrib
44,студентов,Contrib
45,",",Contrib
46,амбивалентность,Contrib
47,",",Contrib
48,алкогольные,Contrib
49,опьянения,Contrib
50,и,Contrib
51,протрезвления,Contrib
52,",",Contrib
53,проблема,Contrib
54,толерантных,Contrib
55,отношений,Contrib
56,",",Contrib
57,лучшие,Contrib
58,условия,Contrib
59,воспитания,Contrib
60,в,Contrib
61,детстве,Contrib
62,",",Contrib
63,система,Contrib
64,психологических,Contrib
65,знаний,Contrib
66,",",Contrib
67,связанная,Contrib
68,с,Contrib
69,изучаемыми,Contrib
70,изменениями,Contrib
71,.,O
