id,token,tag
0,Выявляется,Contrib
1,роль,Contrib
2,тавтологии,Contrib
3,",",Contrib
4,причины,Contrib
5,ее,Contrib
6,возникновения,Contrib
7,и,Contrib
8,разработка,Contrib
9,путей,Contrib
10,преодоления,Contrib
11,.,O
12,Утверждается,O
13,",",O
14,что,O
15,тавтология,Conc
16,при,Conc
17,целенаправленном,Conc
18,повторении,Conc
19,может,Conc
20,стать,Conc
21,средством,Conc
22,выразительности,Conc
23,речи,Conc
24,.,O
25,Анализируются,Contrib
26,тавтологии,Contrib
27,в,Contrib
28,лирике,Contrib
29,русских,Contrib
30,поэтов,Contrib
31,.,O
