id,token,tag
0,В,O
1,работе,O
2,представлен,Contrib
3,ряд,Contrib
4,контекстов,Contrib
5,и,Contrib
6,смыслов,Contrib
7,понятия,Contrib
8,«,Contrib
9,единица,Contrib
10,»,Contrib
11,как,Contrib
12,дидактической,Contrib
13,составляющей,Contrib
14,в,Contrib
15,педагогике,Contrib
16,.,O
17,Рассмотрены,Contrib
18,единицы,Contrib
19,как,Contrib
20,элементы,Contrib
21,знания,Contrib
22,или,Contrib
23,единицы,Contrib
24,учебной,Contrib
25,информации,Contrib
26,",",Contrib
27,дидактические,Contrib
28,единицы,Contrib
29,и,Contrib
30,укрупненные,Contrib
31,дидактические,Contrib
32,единицы,Contrib
33,.,O
34,Различные,Conc
35,виды,Conc
36,единиц,Conc
37,позволяют,Conc
38,оптимально,Conc
39,организовать,Conc
40,учебный,Conc
41,процесс,Conc
42,.,O
