id,token,tag
0,Рассматриваются,Contrib
1,роль,Contrib
2,и,Contrib
3,место,Contrib
4,отзыва,Contrib
5,по,Contrib
6,прочитанной,Contrib
7,книге,Contrib
8,как,Contrib
9,средства,Contrib
10,повышения,Contrib|Task
11,речевой,Contrib|Task
12,компетенции,Contrib|Task
13,детей,Contrib|Task
14,на,Contrib
15,уроках,Contrib
16,русского,Contrib
17,языка,Contrib
18,",",Contrib
19,обучающихся,Contrib
20,на,Contrib
21,дому,Contrib
22,.,O
23,Эта,O
24,проблема,O
25,особенно,O
26,актуальна,O
27,",",O
28,поскольку,O
29,речевые,O
30,навыки,O
31,и,O
32,умения,O
33,данной,O
34,категории,O
35,школьников,O
36,находятся,O
37,в,O
38,явном,O
39,проигрыше,O
40,в,O
41,сравнении,O
42,с,O
43,их,O
44,остальными,O
45,сверстниками,O
46,",",O
47,посещающими,O
48,занятия,O
49,в,O
50,классе,O
51,.,O
