id,token,tag
0,В,O
1,данной,O
2,работе,O
3,проведена,Contrib
4,оценка,Contrib
5,тьюринговых,Contrib
6,степеней,Contrib
7,относительной,Contrib
8,автоустойчивости,Contrib
9,для,Contrib
10,p-групп,Contrib
11,с,Contrib
12,редуцированной,Contrib
13,частью,Contrib
14,типа,Contrib
15,1,Contrib
16,по,Contrib
17,ульмовой,Contrib
18,классификации,Contrib
19,.,O
20,Также,O
21,здесь,O
22,приведены,O
23,примеры,O
24,",",O
25,доказывающие,O
26,точность,Conc
27,этой,Conc
28,оценки,Conc
29,для,Conc
30,случаев,Conc
31,",",Conc
32,когда,Conc
33,полная,Conc
34,часть,Conc
35,группы,Conc
36,имеет,Conc
37,конечный,Conc
38,и,Conc
39,бесконечный,Conc
40,ранг,Conc
41,.,O
