id,token,tag
0,Задача,O
1,",",O
2,решаемая,O
3,в,O
4,данной,O
5,работе,O
6,",",O
7,является,O
8,в,O
9,какой-то,O
10,степени,O
11,более,O
12,общей,O
13,",",O
14,чем,O
15,исследование,Task
16,связи,Task
17,n-вычислимости,Task
18,и,Task
19,разрешимости,Task
20,булевых,Task
21,алгебр,Task
22,элементарной,Task
23,характеристики,Task
24,(,Task
25,n,Task
26,",",Task
27,0,Task
28,",",Task
29,1,Task
30,),Task
31,",",O
32,которое,O
33,полностью,O
34,завершено,O
35,.,O
36,В,O
37,работе,O
38,рассматриваются,Contrib
39,вычислимые,Contrib
40,булевы,Contrib
41,алгебры,Contrib
42,элементарной,Contrib
43,характеристики,Contrib
44,(,Contrib
45,1,Contrib
46,",",Contrib
47,0,Contrib
48,",",Contrib
49,1,Contrib
50,),Contrib
51,с,Contrib
52,вычислимыми,Contrib
53,множеством,Contrib
54,атомов,Contrib
55,и,Contrib
56,идеалом,Contrib
57,атомных,Contrib
58,элементов,Contrib
59,.,O
60,Приводится,O
61,доказательство,O
62,того,O
63,",",O
64,что,O
65,такие,Conc
66,алгебры,Conc
67,имеют,Conc
68,сильно,Conc
69,вычислимые,Conc
70,изоморфные,Conc
71,копии,Conc
72,.,O
73,Результат,Contrib
74,обобщается,Contrib
75,на,Contrib
76,случай,Contrib
77,булевых,Contrib
78,алгебр,Contrib
79,элементарной,Contrib
80,характеристики,Contrib
81,(,Contrib
82,n,Contrib
83,",",Contrib
84,0,Contrib
85,",",Contrib
86,1,Contrib
87,),Contrib
88,.,O
