id,token,tag
0,Получен,Contrib
1,критерий,Contrib
2,существования,Contrib
3,нелинейного,Contrib
4,отображения,Contrib
5,u,Contrib
6,:,Contrib
7,Cm,Contrib
8,→,Contrib
9,Cm,Contrib
10,(,Contrib
11,m,Contrib
12,≥,Contrib
13,2,Contrib
14,),Contrib
15,",",Contrib
16,матрица,Contrib
17,Якоби,Contrib
18,которого,Contrib
19,коммутирует,Contrib
20,с,Contrib
21,каждой,Contrib
22,матрицей,Contrib
23,из,Contrib
24,некоторого,Contrib
25,произвольно,Contrib
26,заданного,Contrib
27,кольца,Contrib
28,Q,Contrib
29,постоянных,Contrib
30,квадратных,Contrib
31,матриц,Contrib
32,m-го,Contrib
33,порядка,Contrib
34,над,Contrib
35,полем,Contrib
36,комплексных,Contrib
37,чисел,Contrib
38,.,O
39,Основная,O
40,теорема,O
41,утверждает,O
42,",",O
43,что,O
44,такое,O
45,отображение,O
46,существует,O
47,тогда,O
48,и,O
49,только,O
50,тогда,O
51,",",O
52,когда,O
53,кольцо,O
54,Q,O
55,обладает,O
56,хотя,O
57,бы,O
58,одной,O
59,(,O
60,r,O
61,",",O
62,l,O
63,),O
64,-парой,O
65,.,O
