id,token,tag
0,Получено,Contrib
1,уравнение,Contrib
2,для,Contrib
3,описания,Contrib
4,всех,Contrib
5,законов,Contrib
6,сохранения,Contrib
7,нулевого,Contrib
8,порядка,Contrib
9,одномерных,Contrib|Method
10,уравнений,Contrib|Method
11,гидродинамики,Contrib|Method
12,в,Contrib|Method
13,эйлеровых,Contrib|Method
14,переменных,Contrib|Method
15,с,Contrib
16,учетом,Contrib
17,внешней,Contrib
18,силы,Contrib
19,",",Contrib
20,которая,Contrib
21,зависит,Contrib
22,от,Contrib
23,независимых,Contrib
24,и,Contrib
25,зависимых,Contrib
26,переменных,Contrib
27,",",Contrib
28,но,Contrib
29,не,Contrib
30,содержит,Contrib
31,их,Contrib
32,производные,Contrib
33,.,O
34,Приведены,Contrib
35,законы,Contrib
36,сохранения,Contrib
37,для,Contrib
38,конкретных,Contrib
39,примеров,Contrib
40,.,O
