id,token,tag
0,В,O
1,настоящей,O
2,работе,O
3,приводится,Contrib
4,алгоритм,Contrib
5,построения,Contrib|Task
6,торического,Contrib|Task
7,многообразия,Contrib|Task
8,по,Contrib|Task
9,его,Contrib|Task
10,вееру,Contrib|Task
11,",",Contrib
12,а,Contrib
13,также,Contrib
14,алгоритм,Contrib
15,построения,Contrib|Task
16,интегрального,Contrib|Task
17,представления,Contrib|Task
18,в,Contrib|Task
19,пространстве,Contrib|Task
20,Cd,Contrib|Task
21,",",Contrib|Task
22,связанного,Contrib|Task
23,с,Contrib|Task
24,данным,Contrib|Task
25,торическим,Contrib|Task
26,многообразием,Contrib|Task
27,.,O
