id,token,tag
0,В,O
1,работе,O
2,рассматривается,O
3,задача,O
4,восстановления,Task
5,коэффициентов,Task
6,системы,Task
7,линейных,Task
8,разностных,Task
9,уравнений,Task
10,",",O
11,решения,O
12,которой,O
13,наиболее,O
14,точно,O
15,аппроксимируют,O
16,заданные,O
17,векторы,O
18,наблюдений,O
19,.,O
20,Для,O
21,решения,O
22,задачи,O
23,используется,O
24,известная,O
25,модификация,Method
26,метода,Method
27,обратной,Method
28,итерации,Method
29,.,O
30,Доказана,Contrib
31,сходимость,Contrib
32,и,O
33,установлены,Contrib
34,оценки,Contrib
35,скорости,Contrib
36,сходимости,Contrib
37,метода,Contrib
38,.,O
