id,token,tag
0,Одна,O
1,из,O
2,основных,O
3,проблем,O
4,в,O
5,теории,O
6,автоматных,O
7,структур,O
8,—,O
9,характеризация,Task
10,типов,Task
11,изоморфизма,Task
12,автоматных,Task
13,структур,Task
14,и,Task
15,подклассов,Task
16,автоматных,Task
17,структур,Task
18,.,O
19,Мерой,O
20,сложности,O
21,типа,O
22,изморфизма,O
23,структуры,O
24,является,O
25,ее,O
26,ранг,O
27,Скотта,O
28,.,O
29,М.,O
30,Минес,O
31,и,O
32,Б.,O
33,Хусоинов,O
34,показали,O
35,",",O
36,что,O
37,автоматные,O
38,структуры,O
39,могут,O
40,обладать,O
41,сколь,O
42,угодно,O
43,высоким,O
44,рангом,O
45,Скотта,O
46,.,O
47,В,O
48,данной,O
49,статье,O
50,показано,O
51,",",O
52,что,O
53,подобное,Conc
54,утверждение,Conc
55,верно,Conc
56,для,Conc
57,автоматных,Conc
58,частичных,Conc
59,порядков,Conc
60,.,O
