id,token,tag
0,В,O
1,работе,O
2,рассматривается,O
3,модельная,Task
4,задача,Task
5,для,Task
6,пластины,Task
7,",",Task
8,описываемой,Task
9,бигармоническим,Task
10,уравнением,Task
11,",",Task
12,в,Task
13,которой,Task
14,содержится,Task
15,жесткое,Task
16,включение,Task
17,.,O
18,Между,O
19,пластиной,O
20,и,O
21,включением,O
22,допускается,O
23,неидеальный,O
24,контакт,O
25,",",O
26,моделируемой,O
27,прямоугольной,O
28,трещиной,O
29,.,O
30,В,O
31,работе,O
32,доказана,Contrib
33,дифференцируемость,Contrib
34,целевого,Contrib
35,функционала,Contrib
36,энергии,Contrib
37,относительно,Contrib
38,малого,Contrib
39,возмущения,Contrib
40,длины,Contrib
41,трещины,Contrib
42,.,O
43,Показано,O
44,",",O
45,что,O
46,производная,Conc
47,представима,Conc
48,в,Conc
49,виде,Conc
50,инвариантного,Conc
51,интеграла,Conc
52,-,Conc
53,криволинейного,Conc
54,интеграла,Conc
55,по,Conc
56,достаточно,Conc
57,гладкому,Conc
58,контуру,Conc
59,",",Conc
60,окружающему,Conc
61,вершину,Conc
62,трещины,Conc
63,.,O
64,Производная,O
65,и,O
66,инвариантный,O
67,интеграл,O
68,являются,O
69,соответствующими,O
70,аналогами,O
71,формулы,O
72,Гриффитса,O
73,и,O
74,интеграла,O
75,Черепанова-Райса,O
76,в,O
77,теории,O
78,хрупкого,O
79,разрушения,O
80,.,O
