id,token,tag
0,Пусть,O
1,Γ,O
2,—,O
3,конечный,O
4,простой,O
5,(,O
6,без,O
7,кратных,O
8,ребер,O
9,и,O
10,петель,O
11,),O
12,граф,O
13,",",O
14,а,O
15,GΓ,O
16,—,O
17,частично,O
18,коммутативная,O
19,двуступенно,O
20,нильпотентная,O
21,R-группа,O
22,",",O
23,соответствующая,O
24,графу,O
25,Γ,O
26,",",O
27,где,O
28,R,O
29,—,O
30,биномиальное,O
31,кольцо,O
32,.,O
33,В,O
34,работе,O
35,[,O
36,1,O
37,],O
38,«,O
39,Структура,O
40,группы,O
41,автоморфизмов,O
42,для,O
43,частично,O
44,коммутативных,O
45,двуступенно,O
46,нильпотентных,O
47,групп,O
48,»,O
49,автор,O
50,совместно,O
51,с,O
52,В.,O
53,Н.,O
54,Ремесленниковым,O
55,свели,O
56,изучение,O
57,группы,O
58,автоморфизмов,O
59,Aut,O
60,(,O
61,GΓ,O
62,),O
63,к,O
64,изучению,O
65,ее,O
66,унипотентной,O
67,части,O
68,UT,O
69,(,O
70,GΓ,O
71,),O
72,.,O
73,В,O
74,настоящей,O
75,статье,O
76,вычисляется,Contrib
77,ступень,Contrib
78,нильпотентности,Contrib
79,группы,Contrib
80,UT,Contrib
81,(,Contrib
82,GΓ,Contrib
83,),Contrib
84,и,O
85,описывается,Contrib
86,ее,Contrib
87,порождающее,Contrib
88,множество,Contrib
89,элементов,Contrib
90,.,O
91,Кроме,O
92,того,O
93,",",O
94,порождающее,Contrib
95,множество,Contrib
96,указано,Contrib
97,для,Contrib
98,всей,Contrib
99,группы,Contrib
100,Aut,Contrib
101,(,Contrib
102,GΓ,Contrib
103,),Contrib
104,.,O
