id,token,tag
0,В,O
1,работе,O
2,приведен,O
3,анализ,Contrib
4,современных,Contrib|Method
5,численных,Contrib|Method
6,моделей,Contrib|Method
7,нестационарных,Contrib|Method
8,трехмерных,Contrib|Method
9,процессов,Contrib|Method
10,в,Contrib|Method
11,гравитирующих,Contrib|Method
12,газовых,Contrib|Method
13,системах,Contrib|Method
14,.,O
15,Моделирование,Task
16,газодинамических,Task
17,процессов,Task
18,в,O
19,астрофизике,O
20,имеет,O
21,ряд,O
22,существенных,O
23,особенностей,O
24,",",O
25,поэтому,O
26,не,O
27,все,O
28,хорошо,O
29,зарекомендовавшие,O
30,себя,O
31,методы,O
32,применимы,O
33,к,O
34,этому,O
35,типу,O
36,задач,O
37,.,O
38,Современный,O
39,уровень,O
40,моделирования,O
41,предполагает,O
42,трехмерность,O
43,и,O
44,высокое,O
45,разрешение,O
46,моделей,O
47,",",O
48,что,O
49,приводит,O
50,к,O
51,необходимости,O
52,использования,O
53,многопроцессорной,O
54,вычислительной,O
55,техники,O
56,.,O
57,В,O
58,связи,O
59,с,O
60,этим,O
61,рассмотрены,Contrib
62,вопросы,Contrib
63,адаптации,Contrib
64,алгоритмов,Contrib
65,решения,Contrib
66,задач,Contrib|Task
67,газовой,Contrib|Task
68,динамики,Contrib|Task
69,для,Contrib
70,реализации,Contrib
71,на,Contrib
72,суперЭВМ,Contrib
73,.,O
74,В,O
75,рассмотрение,O
76,включены,O
77,численные,Method
78,реализации,Method
79,трехмерных,Method
80,моделей,Method
81,",",Method
82,описывающие,Method
83,гравитационную,Method
84,газодинамику,Method
85,",",O
86,в,O
87,том,O
88,числе,O
89,большое,O
90,число,O
91,пакетов,O
92,",",O
93,находящихся,O
94,в,O
95,свободном,O
96,доступе,O
97,.,O
98,Наиболее,O
99,популярными,O
100,методами,O
101,решения,O
102,в,O
103,настоящее,O
104,время,O
105,являются,O
106,лагранжев,Method
107,бессеточный,Method
108,метод,Method
109,сглаженных,Method
110,частиц,Method
111,(,Method
112,SPH,Method
113,),Method
114,и,O
115,эйлеровы,Method
116,методы,Method
117,с,Method
118,использованием,Method
119,адаптивных,Method
120,сеток,Method
121,(,Method
122,AMR,Method
123,),Method
124,.,O
125,Перечислены,Contrib
126,различные,Contrib
127,свойства,Contrib
128,этих,Contrib
129,подходов,Contrib
130,и,Contrib
131,их,Contrib
132,влияние,Contrib
133,на,Contrib
134,решение,Contrib
135,.,O
