id,token,tag
0,В,O
1,работе,O
2,рассматриваются,Contrib
3,краевые,Contrib|Task
4,задачи,Contrib|Task
5,в,Contrib
6,полупространстве,Contrib
7,для,Contrib
8,одного,Contrib
9,класса,Contrib
10,квазиэллиптических,Contrib
11,систем,Contrib
12,.,O
13,Предполагается,O
14,",",O
15,что,O
16,краевые,O
17,задачи,O
18,удовлетворяют,O
19,условию,O
20,Лопатинского,O
21,.,O
22,Устанавливается,O
23,однозначная,Conc
24,разрешимость,Conc
25,краевых,Conc
26,задач,Conc
27,в,Conc
28,некоторой,Conc
29,шкале,Conc
30,весовых,Conc
31,соболевских,Conc
32,пространств,Conc
33,.,O
34,Получены,Contrib
35,достаточные,Contrib
36,условия,Contrib
37,разрешимости,Contrib
38,краевых,Contrib
39,задач,Contrib
40,.,O
41,Приведен,O
42,пример,O
43,краевой,O
44,задачи,O
45,",",O
46,для,O
47,которой,O
48,возникающие,O
49,условия,O
50,разрешимости,O
51,являются,O
52,также,O
53,необходимыми,O
54,.,O
