id,token,tag
0,В,O
1,работе,O
2,приводится,Contrib
3,теорема,Contrib
4,существования,Contrib
5,решения,Contrib
6,системы,Contrib
7,дифференциальных,Contrib
8,уравнений,Contrib
9,",",Contrib
10,являющейся,Contrib
11,математической,Contrib
12,моделью,Contrib
13,химического,Contrib
14,реактора,Contrib
15,.,O
16,Осуществляется,Contrib
17,регуляризация,Contrib
18,функционала,Contrib
19,и,O
20,доказывается,Contrib
21,теорема,Contrib
22,существования,Contrib
23,оптимального,Contrib
24,управления,Contrib
25,в,Contrib
26,регуляризованной,Contrib|Task
27,задаче,Contrib|Task
28,.,O
