id,token,tag
0,Рассматривается,O
1,проблема,O
2,полномочий,Task
3,арбитражных,Task
4,судов,Task
5,по,Task
6,предупреждению,Task
7,правонарушений,Task
8,в,Task
9,предпринимательской,Task
10,и,Task
11,иной,Task
12,экономической,Task
13,деятельности,Task
14,.,O
15,Вопрос,O
16,определения,Task
17,таких,Task
18,полномочий,Task
19,имеет,O
20,ключевое,O
21,значение,O
22,для,O
23,реализации,O
24,задачи,O
25,по,O
26,предупреждению,O
27,правонарушений,O
28,в,O
29,предпринимательской,O
30,и,O
31,иной,O
32,экономической,O
33,деятельности,O
34,",",O
35,стоящей,O
36,перед,O
37,арбитражными,O
38,судами,O
39,.,O
40,Анализируя,Contrib
41,судебную,Contrib
42,практику,Contrib
43,и,Contrib
44,действующее,Contrib
45,законодательство,Contrib
46,",",O
47,автор,O
48,приходит,O
49,к,O
50,выводу,O
51,о,O
52,том,O
53,",",O
54,что,O
55,в,Conc
56,настоящее,Conc
57,время,Conc
58,недостаточно,Conc
59,используется,Conc
60,потенциал,Conc
61,арбитражных,Conc
62,судов,Conc
63,в,Conc
64,данном,Conc
65,вопросе,Conc
66,.,O
67,Вместе,O
68,с,O
69,тем,O
70,в,O
71,качестве,O
72,полномочий,O
73,арбитражных,O
74,судов,O
75,",",O
76,направленных,O
77,на,O
78,предупреждение,O
79,правонарушений,O
80,",",O
81,автором,O
82,статьи,O
83,рассматриваются,O
84,полномочия,O
85,по,O
86,определению,O
87,предмета,O
88,доказывания,O
89,по,O
90,делу,O
91,",",O
92,вынесению,O
93,законного,O
94,и,O
95,обоснованного,O
96,решения,O
97,",",O
98,принятию,O
99,обеспечительных,O
100,мер,O
101,",",O
102,а,O
103,также,O
104,полномочия,O
105,по,O
106,использованию,O
107,не,O
108,предусмотренного,O
109,действующим,O
110,АПК,O
111,РФ,O
112,института,O
113,частного,O
114,определения,O
115,судьи,O
116,.,O
117,Также,O
118,автор,O
119,предлагает,Contrib
120,ряд,Contrib
121,законодательных,Contrib
122,изменений,Contrib
123,в,Contrib
124,АПК,Contrib
125,РФ,Contrib
126,",",Contrib
127,связанных,Contrib
128,с,Contrib
129,регулированием,Contrib
130,процесса,Contrib
131,принятия,Contrib
132,обеспечительных,Contrib
133,мер,Contrib
134,",",Contrib
135,дополнительным,Contrib
136,закреплением,Contrib
137,обязанности,Contrib
138,суда,Contrib
139,по,Contrib
140,определению,Contrib
141,предмета,Contrib
142,доказывания,Contrib
143,по,Contrib
144,делу,Contrib
145,и,Contrib
146,введением,Contrib
147,института,Contrib
148,частного,Contrib
149,определения,Contrib
150,в,Contrib
151,арбитражный,Contrib
152,процесс,Contrib
153,.,O
