id,token,tag
0,Представлено,Contrib
1,геополитическое,Contrib
2,и,Contrib
3,национальное,Contrib
4,видение,Contrib
5,противодействия,Contrib|Task
6,коррупции,Contrib|Task
7,с,Contrib
8,абсолютно,Contrib
9,новых,Contrib
10,позиций,Contrib
11,:,Contrib
12,демонтажа,Contrib
13,мировых,Contrib
14,коррупционных,Contrib
15,институтов,Contrib
16,и,Contrib
17,создания,Contrib
18,неангажированных,Contrib
19,международных,Contrib
20,органов,Contrib
21,обеспечения,Contrib
22,движения,Contrib
23,финансовых,Contrib
24,потоков,Contrib
25,.,O
26,Ратификация,Conc
27,Конвенции,Conc
28,ООН,Conc
29,против,Conc
30,коррупции,Conc
31,",",Conc
32,принятой,Conc
33,резолюцией,Conc
34,58/4,Conc
35,Генеральной,Conc
36,Ассамблеи,Conc
37,от,Conc
38,31,Conc
39,октября,Conc
40,2003,Conc
41,г.,Conc
42,",",Conc
43,определила,Conc
44,обязательство,Conc
45,придерживаться,Conc
46,понятий,Conc
47,активного,Conc
48,и,Conc
49,пассивного,Conc
50,подкупа,Conc
51,публичных,Conc
52,должностных,Conc
53,лиц,Conc
54,",",Conc
55,членов,Conc
56,национальных,Conc
57,публичных,Conc
58,собраний,Conc
59,",",Conc
60,судей,Conc
61,",",Conc
62,отмывания,Conc
63,доходов,Conc
64,от,Conc
65,преступлений,Conc
66,",",Conc
67,связанных,Conc
68,с,Conc
69,коррупцией,Conc
70,.,O
