id,token,tag
0,Существование,O
1,принципа,O
2,состязательности,O
3,обусловило,O
4,создание,O
5,таких,O
6,уголовно-процессуальных,O
7,гарантий,O
8,",",O
9,которые,O
10,должны,O
11,были,O
12,обеспечить,O
13,равенство,O
14,прав,O
15,обеих,O
16,противоборствующих,O
17,сторон,O
18,уголовного,O
19,судопроизводства,O
20,.,O
21,Для,O
22,достижения,O
23,поставленной,O
24,задачи,O
25,законодатель,O
26,предусмотрел,O
27,",",O
28,что,O
29,защитник,O
30,может,O
31,пользоваться,O
32,определенными,O
33,способами,O
34,собирания,O
35,доказательств,O
36,.,O
37,К,O
38,сожалению,O
39,стороны,O
40,защиты,O
41,",",O
42,на,O
43,практике,O
44,достаточно,O
45,быстро,O
46,выявилась,O
47,невозможность,O
48,эффективного,O
49,использования,O
50,указанных,O
51,правомочий,O
52,.,O
53,Оказалось,O
54,",",O
55,что,O
56,УПК,O
57,РФ,O
58,не,O
59,предусматривает,O
60,процессуального,O
61,механизма,O
62,их,O
63,реализации,O
64,",",O
65,что,O
66,ставит,O
67,под,O
68,сомнение,O
69,допустимость,O
70,результатов,O
71,доказательственной,O
72,деятельности,O
73,защитника,O
74,.,O
75,Выявленный,O
76,пробел,O
77,уголовно-процессуального,O
78,закона,O
79,существенно,O
80,ограничивает,O
81,возможности,O
82,стороны,O
83,защиты,O
84,отстаивать,O
85,интересы,O
86,подозреваемых,O
87,и,O
88,обвиняемых,O
89,",",O
90,что,O
91,весьма,O
92,негативно,O
93,сказывается,O
94,на,O
95,реализации,O
96,принципа,O
97,состязательности,O
98,.,O
99,В,O
100,рамках,O
101,представленной,O
102,статьи,O
103,автор,O
104,рассматривает,Contrib
105,проблемы,Contrib
106,",",Contrib
107,препятствующие,Contrib
108,осуществлению,Contrib
109,прав,Contrib
110,защитника,Contrib
111,на,Contrib
112,собирание,Contrib
113,и,Contrib
114,использование,Contrib
115,доказательств,Contrib
116,",",O
117,и,O
118,характеризует,Contrib
119,возможные,Contrib
120,варианты,Contrib
121,их,Contrib
122,решения,Contrib
123,.,O
