id,token,tag
0,Статья,O
1,посвящена,O
2,вопросам,O
3,",",O
4,связанным,O
5,с,O
6,использованием,Task
7,цифровых,Task
8,средств,Task
9,фиксации,Task
10,при,Task
11,проведении,Task
12,следственных,Task
13,действий,Task
14,",",O
15,особенностям,O
16,оформления,Task
17,криминалистически,Task
18,значимой,Task
19,информации,Task
20,сотрудниками,Task
21,экспертных,Task
22,подразделений,Task
23,.,O
24,В,O
25,связи,O
26,с,O
27,этим,O
28,обращается,Contrib
29,внимание,Contrib
30,на,Contrib
31,классификацию,Contrib
32,форм,Contrib
33,фиксации,Contrib
34,",",Contrib
35,которые,Contrib
36,предложили,Contrib
37,ученые-криминалисты,Contrib
38,.,O
39,Отмечается,O
40,",",O
41,что,O
42,эта,Conc
43,форма,Conc
44,фиксации,Conc
45,в,Conc
46,повседневной,Conc
47,деятельности,Conc
48,используется,Conc
49,как,Conc
50,дополнительная,Conc
51,при,Conc
52,производстве,Conc
53,различных,Conc
54,следственных,Conc
55,действий,Conc
56,(,Conc
57,осмотр,Conc
58,места,Conc
59,происшествия,Conc
60,",",Conc
61,следственный,Conc
62,эксперимент,Conc
63,",",Conc
64,предъявление,Conc
65,для,Conc
66,опознания,Conc
67,и,Conc
68,др,Conc
69,.,Conc
70,),Conc
71,",",Conc
72,но,Conc
73,при,Conc
74,этом,Conc
75,способствует,Conc
76,не,Conc
77,только,Conc
78,их,Conc
79,эффективности,Conc
80,",",Conc
81,объективности,Conc
82,",",Conc
83,достоверности,Conc
84,и,Conc
85,наглядности,Conc
86,",",Conc
87,но,Conc
88,и,Conc
89,оперативности,Conc
90,и,Conc
91,экономичности,Conc
92,.,O
93,Однако,Conc
94,их,Conc
95,использование,Conc
96,не,Conc
97,лишено,Conc
98,недостатков,Conc
99,.,O
100,В,Conc
101,определенной,Conc
102,мере,Conc
103,это,Conc
104,обусловлено,Conc
105,недостатком,Conc
106,методических,Conc
107,рекомендаций,Conc
108,по,Conc
109,порядку,Conc
110,применения,Conc
111,средств,Conc
112,цифровой,Conc
113,фиксации,Conc
114,и,Conc
115,компьютерной,Conc
116,техники,Conc
117,при,Conc
118,производстве,Conc
119,и,Conc
120,оформлении,Conc
121,результатов,Conc
122,следственных,Conc
123,действий,Conc
124,.,O
125,Делается,O
126,вывод,O
127,о,O
128,том,O
129,",",O
130,что,O
131,процесс,Conc
132,внедрения,Conc
133,способов,Conc
134,и,Conc
135,методов,Conc
136,цифровых,Conc
137,средств,Conc
138,фиксации,Conc
139,в,Conc
140,практику,Conc
141,расследования,Conc
142,преступлений,Conc
143,требует,Conc
144,хорошего,Conc
145,знания,Conc
146,возможностей,Conc
147,и,Conc
148,принципов,Conc
149,работы,Conc
150,цифровых,Conc
151,технических,Conc
152,средств,Conc
153,.,O
154,В,Conc
155,условиях,Conc
156,непрерывного,Conc
157,совершенствования,Conc
158,и,Conc
159,внедрения,Conc
160,инноваций,Conc
161,в,Conc
162,криминалистическую,Conc
163,технику,Conc
164,требуются,Conc
165,более,Conc
166,глубокие,Conc
167,",",Conc
168,специальные,Conc
169,познания,Conc
170,в,Conc
171,их,Conc
172,применении,Conc
173,и,Conc
174,использовании,Conc
175,.,O
