id,token,tag
0,Статья,O
1,посвящена,O
2,проблеме,Task
3,вины,Task
4,в,Task
5,гражданском,Task
6,праве,Task
7,.,O
8,Показано,O
9,",",O
10,что,O
11,в,Conc
12,разные,Conc
13,исторические,Conc
14,периоды,Conc
15,понимание,Conc
16,вины,Conc
17,в,Conc
18,гражданском,Conc
19,праве,Conc
20,было,Conc
21,различным,Conc
22,",",Conc
23,менялись,Conc
24,и,Conc
25,научные,Conc
26,представления,Conc
27,о,Conc
28,ней,Conc
29,.,O
30,Если,O
31,в,Conc
32,римском,Conc
33,праве,Conc
34,вина,Conc
35,воспринималась,Conc
36,как,Conc
37,объективная,Conc
38,категория,Conc
39,",",O
40,то,O
41,в,Conc
42,последующем,Conc
43,она,Conc
44,стала,Conc
45,приобретать,Conc
46,субъективный,Conc
47,характер,Conc
48,.,O
49,В,Conc
50,российском,Conc
51,законодательстве,Conc
52,не,Conc
53,существовало,Conc
54,общей,Conc
55,нормы,Conc
56,о,Conc
57,вине,Conc
58,",",Conc
59,она,Conc
60,определялась,Conc
61,через,Conc
62,ее,Conc
63,формы,Conc
64,.,O
65,Долгое,Conc
66,время,Conc
67,и,Conc
68,в,Conc
69,литературе,Conc
70,эта,Conc
71,правовая,Conc
72,категория,Conc
73,специально,Conc
74,не,Conc
75,изучалась,Conc
76,",",Conc
77,исследовались,Conc
78,лишь,Conc
79,ее,Conc
80,формы,Conc
81,(,Conc
82,умысел,Conc
83,и,Conc
84,неосторожность,Conc
85,),Conc
86,.,O
87,Среди,Conc
88,ученых,Conc
89,советского,Conc
90,периода,Conc
91,преобладало,Conc
92,субъективное,Conc
93,понимание,Conc
94,вины,Conc
95,",",Conc
96,такой,Conc
97,же,Conc
98,подход,Conc
99,к,Conc
100,вине,Conc
101,преобладает,Conc
102,и,Conc
103,в,Conc
104,современной,Conc
105,цивилистической,Conc
106,литературе,Conc
107,.,O
108,В,Conc
109,абзаце,Conc
110,2,Conc
111,п,Conc
112,.,Conc
113,1,Conc
114,ст,Conc
115,.,Conc
116,401,Conc
117,ГК,Conc
118,РФ,Conc
119,впервые,Conc
120,содержится,Conc
121,правило,Conc
122,",",Conc
123,которое,Conc
124,сторонники,Conc
125,объективного,Conc
126,понимания,Conc
127,вины,Conc
128,рассматривают,Conc
129,как,Conc
130,попытку,Conc
131,законодателя,Conc
132,определить,Conc
133,общее,Conc
134,понятие,Conc
135,вины,Conc
136,.,O
137,Дан,Contrib
138,критический,Contrib
139,анализ,Contrib
140,«,Contrib
141,объективистской,Contrib
142,»,Contrib
143,концепции,Contrib
144,вины,Contrib
145,.,O
146,Определены,Contrib
147,основные,Contrib
148,признаки,Contrib
149,вины,Contrib
150,как,Contrib
151,психического,Contrib
152,отношения,Contrib
153,правонарушителя,Contrib
154,к,Contrib
155,своему,Contrib
156,противоправному,Contrib
157,поведению,Contrib
158,и,Contrib
159,его,Contrib
160,результату,Contrib
161,.,O
162,На,O
163,основе,O
164,выявленных,O
165,признаков,O
166,сформулировано,Contrib
167,понятие,Contrib
168,вины,Contrib
169,как,Contrib
170,субъективного,Contrib
171,условия,Contrib
172,гражданско-правовой,Contrib
173,ответственности,Contrib
174,.,O
