id,token,tag
0,Рассматриваются,O
1,вопросы,O
2,ежемесячного,Task
3,денежного,Task
4,вознаграждения,Task
5,труда,Task
6,",",Task
7,иных,Task
8,государственных,Task
9,гарантий,Task
10,для,Task
11,судей,Task
12,.,O
13,Проблемы,O
14,социальной,O
15,защиты,O
16,судей,O
17,возникали,O
18,с,O
19,момента,O
20,появления,O
21,первых,O
22,судебных,O
23,учреждений,O
24,в,O
25,Российском,O
26,государстве,O
27,и,O
28,актуальны,O
29,до,O
30,настоящего,O
31,времени,O
32,.,O
33,Сегодня,Conc
34,предложенная,Conc
35,реформа,Conc
36,системы,Conc
37,оплаты,Conc
38,труда,Conc
39,судьи,Conc
40,",",Conc
41,введенная,Conc
42,в,Conc
43,действие,Conc
44,в,Conc
45,2013,Conc
46,г.,Conc
47,",",Conc
48,имеет,Conc
49,и,Conc
50,достоинства,Conc
51,и,Conc
52,недостатки,Conc
53,.,O
54,Проводится,Contrib
55,историко-правовой,Contrib
56,анализ,Contrib
57,по,Contrib
58,проблеме,Contrib|Task
59,государственной,Contrib|Task
60,защиты,Contrib|Task
61,судей,Contrib|Task
62,в,Contrib|Task
63,России,Contrib|Task
64,.,O
