id,token,tag
0,Анализируется,Contrib
1,законодательство,Contrib
2,в,Contrib
3,сфере,Contrib
4,организации,Contrib|Task
5,административно,Contrib|Task
6,территориального,Contrib|Task
7,устройства,Contrib|Task
8,на,O
9,примере,O
10,Новосибирской,O
11,области,O
12,.,O
13,Предлагается,Contrib
14,внесение,Contrib
15,изменений,Contrib
16,в,Contrib
17,областное,Contrib
18,законодательство,Contrib
19,для,O
20,совершествования,O
21,правовых,O
22,основ,O
23,административно-территориального,O
24,устройства,O
25,.,O
