id,token,tag
0,Рассматриваются,Contrib
1,возможные,Contrib
2,пути,Contrib
3,развития,Contrib|Task
4,муниципальной,Contrib|Task
5,демократии,Contrib|Task
6,в,Contrib|Task
7,городских,Contrib|Task
8,округах,Contrib|Task
9,Российской,Contrib
10,Федерации,Contrib
11,",",O
12,оценивается,Contrib
13,возможность,Contrib
14,участия,Contrib
15,политических,Contrib
16,партий,Contrib
17,и,Contrib
18,иных,Contrib
19,общественных,Contrib
20,объединений,Contrib
21,в,Contrib
22,совершенствовании,Contrib
23,данного,Contrib
24,института,Contrib
25,.,O
26,Политические,O
27,партии,O
28,",",O
29,обладая,O
30,достаточным,O
31,информационным,O
32,и,O
33,финансовым,O
34,ресурсом,O
35,",",O
36,в,O
37,настоящее,O
38,время,O
39,являются,O
40,основными,O
41,поставщиками,O
42,кандидатов,O
43,на,O
44,выборах,O
45,всех,O
46,уровней,O
47,власти,O
48,.,O
49,Между,O
50,тем,O
51,иные,Conc
52,общественные,Conc
53,объединения,Conc
54,",",Conc
55,обладая,Conc
56,опытом,Conc
57,решения,Conc
58,практических,Conc
59,вопросов,Conc
60,",",Conc
61,по,Conc
62,мнению,Conc
63,автора,Conc
64,",",Conc
65,в,Conc
66,наибольшей,Conc
67,степени,Conc
68,подходят,Conc
69,для,Conc
70,участия,Conc
71,в,Conc
72,деятельности,Conc
73,представительных,Conc
74,органов,Conc
75,местного,Conc
76,самоуправления,Conc
77,.,O
78,Кроме,O
79,того,O
80,",",O
81,исследуя,Contrib
82,работу,Contrib
83,фракций,Contrib
84,политических,Contrib
85,партий,Contrib
86,названных,Contrib
87,органов,Contrib
88,",",O
89,автор,O
90,приходит,O
91,к,O
92,выводу,O
93,",",O
94,что,O
95,указанные,Conc
96,депутатские,Conc
97,объединения,Conc
98,создают,Conc
99,барьер,Conc
100,между,Conc
101,избирателями,Conc
102,и,Conc
103,их,Conc
104,представителями,Conc
105,.,O
106,Исследуются,Contrib
107,возможности,Contrib
108,и,Contrib
109,способы,Contrib
110,участия,Contrib
111,общественных,Contrib
112,объединений,Contrib
113,в,Contrib
114,представлении,Contrib
115,интересов,Contrib
116,населения,Contrib
117,",",Contrib
118,а,Contrib
119,также,Contrib
120,проблемы,Contrib
121,функционирования,Contrib|Task
122,фракций,Contrib|Task
123,политических,Contrib|Task
124,партий,Contrib|Task
125,.,O
