id,token,tag
0,Статья,O
1,посвящена,O
2,изучению,Contrib
3,природы,Contrib
4,отношений,Contrib
5,по,Contrib
6,доверительному,Contrib|Task
7,управлению,Contrib|Task
8,имуществом,Contrib|Task
9,и,O
10,особенностям,O
11,правового,Task
12,регулирования,Task
13,этой,Task
14,конструкции,Task
15,.,O
16,Исследуются,Contrib
17,теоретические,Contrib
18,воззрения,Contrib
19,на,Contrib
20,положение,Contrib
21,договора,Contrib
22,доверительного,Contrib
23,управления,Contrib
24,в,Contrib
25,современной,Contrib
26,России,Contrib
27,",",Contrib
28,а,Contrib
29,также,Contrib
30,судебная,Contrib
31,практика,Contrib
32,по,Contrib
33,применению,Contrib
34,норм,Contrib
35,гражданского,Contrib
36,законодательства,Contrib
37,для,Contrib
38,разрешения,Contrib
39,споров,Contrib
40,",",Contrib
41,связанных,Contrib
42,с,Contrib
43,моментом,Contrib
44,начала,Contrib
45,осуществления,Contrib
46,управления,Contrib
47,.,O
48,Автор,O
49,анализирует,Contrib
50,возможность,Contrib
51,и,Contrib
52,значение,Contrib
53,для,Contrib
54,хозяйственного,Contrib
55,оборота,Contrib
56,закрепления,Contrib
57,по,Contrib
58,соглашению,Contrib
59,сторон,Contrib
60,момента,Contrib
61,начала,Contrib
62,осуществления,Contrib
63,управления,Contrib
64,по,Contrib
65,договору,Contrib
66,доверительного,Contrib
67,управления,Contrib
68,.,O
69,Статья,O
70,содержит,O
71,предложения,Contrib
72,по,Contrib
73,внесению,Contrib
74,изменений,Contrib
75,в,Contrib
76,законодательство,Contrib
77,для,Contrib
78,ликвидации,Contrib
79,пробела,Contrib
80,в,Contrib
81,обеспечении,Contrib
82,и,Contrib
83,защите,Contrib
84,интересов,Contrib
85,сторон,Contrib
86,договора,Contrib
87,доверительного,Contrib
88,управления,Contrib
89,",",O
90,в,O
91,частности,O
92,при,O
93,упорядочении,O
94,отношений,O
95,в,O
96,области,O
97,управления,O
98,ценными,O
99,бумагами,O
100,",",O
101,в,O
102,связи,O
103,с,O
104,неоднозначностью,O
105,практики,O
106,правоприменения,O
107,и,O
108,возможным,O
109,неоднозначным,O
110,толкованием,O
111,действующих,O
112,нормативно-правовых,O
113,актов,O
114,.,O
