id,token,tag
0,Отсутствие,O
1,в,O
2,доктрине,O
3,комплексных,O
4,исследований,O
5,проблем,O
6,международного,O
7,регулирования,O
8,труда,O
9,порождает,O
10,неопределенности,O
11,в,O
12,понятии,O
13,сущности,O
14,и,O
15,источников,O
16,регулирования,O
17,международных,O
18,трудовых,O
19,стандартов,O
20,.,O
21,Анализируются,Contrib
22,различные,Contrib
23,взгляды,Contrib
24,на,Contrib
25,используемый,Contrib
26,инструментарий,Contrib
27,в,Contrib
28,исследовании,Contrib|Task
29,МТС,Contrib|Task
30,и,O
31,высказаны,O
32,авторские,O
33,позиции,O
34,.,O
