id,token,tag
0,Раскрывается,Contrib
1,необходимость,Contrib
2,формирования,Contrib|Task
3,правовой,Contrib|Task
4,идеологии,Contrib|Task
5,работодателя,Contrib|Task
6,и,Contrib
7,ее,Contrib|Task
8,отражения,Contrib|Task
9,в,Contrib|Task
10,локальных,Contrib|Task
11,нормативных,Contrib|Task
12,правовых,Contrib|Task
13,актах,Contrib|Task
14,",",Contrib
15,задающих,Contrib
16,ценностные,Contrib
17,ориентиры,Contrib
18,развития,Contrib
19,правового,Contrib
20,регулирования,Contrib
21,социально-трудовых,Contrib
22,отношений,Contrib
23,в,Contrib
24,организации,Contrib
25,.,O
26,Авторитет,O
27,власти,O
28,работодателя,O
29,напрямую,O
30,зависит,O
31,от,O
32,его,O
33,признания,O
34,работниками,O
35,",",O
36,понимания,O
37,ими,O
38,исходных,O
39,начал,O
40,властных,O
41,велений,O
42,.,O
43,В,O
44,случае,O
45,",",O
46,если,O
47,работники,O
48,разделяют,O
49,правовую,O
50,идеологию,O
51,работодателя,O
52,",",O
53,принимаемые,O
54,на,O
55,ее,O
56,основе,O
57,нормотворческие,O
58,и,O
59,правоприменительные,O
60,решения,O
61,будут,O
62,восприниматься,O
63,трудовым,O
64,коллективом,O
65,как,O
66,целесообразные,O
67,и,O
68,не,O
69,потребуют,O
70,дополнительных,O
71,механизмов,O
72,обеспечения,O
73,.,O
74,В,O
75,работе,O
76,формулируются,Contrib
77,основные,Contrib
78,принципы,Contrib
79,формирования,Contrib|Task
80,правовой,Contrib|Task
81,идеологии,Contrib|Task
82,работодателя,Contrib|Task
83,",",O
84,предлагается,Contrib
85,принять,Contrib
86,за,Contrib
87,ее,Contrib
88,основу,Contrib
89,политику,Contrib|Method
90,равных,Contrib|Method
91,возможностей,Contrib|Method
92,работников,Contrib
93,в,Contrib
94,организации,Contrib
95,.,O
96,В,O
97,связи,O
98,с,O
99,этим,O
100,проводится,Contrib
101,анализ,Contrib
102,осуществления,Contrib
103,политики,Contrib|Method
104,равных,Contrib|Method
105,возможностей,Contrib|Method
106,в,Contrib
107,учреждениях,Contrib
108,и,Contrib
109,организациях,Contrib
110,стран,Contrib
111,англосаксонской,Contrib
112,правовой,Contrib
113,системы,Contrib
114,",",O
115,выявляются,Contrib
116,основные,Contrib
117,направления,Contrib
118,ее,Contrib
119,реализации,Contrib
120,в,Contrib
121,нормотворческой,Contrib
122,",",Contrib
123,правоприменительной,Contrib
124,деятельности,Contrib
125,работодателя,Contrib
126,",",Contrib
127,а,Contrib
128,также,Contrib
129,в,Contrib
130,процессе,Contrib
131,правового,Contrib
132,воспитания,Contrib
133,работников,Contrib
134,.,O
