id,token,tag
0,Рассматриваются,Contrib
1,меры,Contrib
2,принудительного,Contrib
3,экономического,Contrib
4,воздействия,Contrib
5,",",Contrib
6,известные,Contrib
7,как,Contrib
8,экономические,Contrib
9,санкции,Contrib
10,.,O
11,Анализируется,Contrib
12,влияние,Contrib
13,экономических,Contrib
14,санкций,Contrib
15,на,Contrib
16,гражданско-правовые,Contrib
17,отношения,Contrib
18,",",Contrib
19,осложненные,Contrib
20,иностранным,Contrib
21,элементом,Contrib
22,",",O
23,решается,Contrib
24,вопрос,Contrib
25,о,Contrib
26,пространственных,Contrib|Task
27,пределах,Contrib|Task
28,действия,Contrib|Task
29,законов,Contrib|Task
30,",",Contrib
31,устанавливающих,Contrib
32,торговые,Contrib
33,запреты,Contrib
34,и,Contrib
35,ограничения,Contrib
36,",",O
37,особое,O
38,внимание,O
39,уделено,O
40,вопросам,O
41,действительности,Task
42,и,Task
43,исполнимости,Task
44,трансграничных,Task
45,договоров,Task
46,.,O
47,Автор,O
48,приходит,O
49,к,O
50,выводу,O
51,о,O
52,том,O
53,",",O
54,что,O
55,национальные,Conc
56,акты,Conc
57,",",Conc
58,устанавливающие,Conc
59,экономические,Conc
60,санкции,Conc
61,носят,Conc
62,публичный,Conc
63,характер,Conc
64,",",O
65,а,O
66,их,Conc
67,действие,Conc
68,ограничивается,Conc
69,пределами,Conc
70,территории,Conc
71,государства,Conc
72,",",Conc
73,принявшего,Conc
74,такие,Conc
75,акты,Conc
76,.,O
77,Являясь,Conc
78,актами,Conc
79,публичного,Conc
80,права,Conc
81,",",Conc
82,указанные,Conc
83,источники,Conc
84,определяют,Conc
85,юридические,Conc
86,права,Conc
87,и,Conc
88,обязанности,Conc
89,не,Conc
90,только,Conc
91,субъектов,Conc
92,публичного,Conc
93,",",Conc
94,но,Conc
95,и,Conc
96,частного,Conc
97,права,Conc
98,.,O
99,При,Conc
100,рассмотрении,Conc
101,судами,Conc
102,споров,Conc
103,о,Conc
104,действительности,Conc
105,трансграничных,Conc
106,договоров,Conc
107,ввиду,Conc
108,несоответствия,Conc
109,их,Conc
110,содержания,Conc
111,требованиям,Conc
112,иностранного,Conc
113,закона,Conc
114,",",Conc
115,устанавливающего,Conc
116,запреты,Conc
117,и,Conc
118,ограничения,Conc
119,",",Conc
120,необходимо,Conc
121,руководствоваться,Conc
122,правилами,Conc
123,ст,Conc
124,.,Conc
125,1193,Conc
126,Гражданского,Conc
127,кодекса,Conc
128,РФ,Conc
129,.,O
130,Если,Conc
131,же,Conc
132,применимым,Conc
133,является,Conc
134,российское,Conc
135,право,Conc
136,",",Conc
137,то,Conc
138,такой,Conc
139,договор,Conc
140,следует,Conc
141,считать,Conc
142,ничтожным,Conc
143,в,Conc
144,силу,Conc
145,п,Conc
146,.,Conc
147,2,Conc
148,ст,Conc
149,.,Conc
150,168,Conc
151,Гражданского,Conc
152,кодекса,Conc
153,РФ,Conc
154,.,O
