id,token,tag
0,Обосновывается,Contrib
1,утверждение,Contrib
2,о,Contrib
3,том,Contrib
4,",",Contrib
5,что,Contrib
6,наряду,Contrib
7,с,Contrib
8,основными,Contrib
9,формами,Contrib
10,позитивного,Contrib
11,обязывания,Contrib
12,–,Contrib
13,денежными,Contrib
14,обязанностями,Contrib
15,и,Contrib
16,денежными,Contrib
17,обязательствами,Contrib
18,",",Contrib
19,в,Contrib
20,финансовом,Contrib
21,праве,Contrib
22,выделяются,Contrib
23,обязывания,Contrib
24,неденежного,Contrib
25,характера,Contrib
26,.,O
27,К,O
28,числу,O
29,неденежных,O
30,обязанностей,O
31,автор,O
32,относит,O
33,отдельные,O
34,имущественные,O
35,обязанности,O
36,неденежног,O
37,о,O
38,характера,O
39,и,O
40,личные,O
41,неимущественные,O
42,обязанности,O
43,.,O
44,Делается,O
45,вывод,O
46,",",O
47,что,O
48,неденежные,Conc
49,имущественные,Conc
50,обременения,Conc
51,нетипичны,Conc
52,для,Conc
53,финансово-правового,Conc
54,регулирования,Conc
55,",",O
56,и,O
57,подробно,Contrib
58,исследуется,Contrib
59,сущность,Contrib
60,",",Contrib
61,виды,Contrib
62,и,Contrib
63,содержание,Contrib
64,личных,Contrib
65,неимущественных,Contrib
66,обязанностей,Contrib
67,в,Contrib
68,финансовом,Contrib
69,праве,Contrib
70,.,O
