id,token,tag
0,Рассматривается,O
1,проблема,O
2,диспропорции,Task
3,объема,Task
4,административных,Task
5,расходов,Task
6,в,Task
7,общей,Task
8,структуре,Task
9,расходной,Task
10,части,Task
11,местных,Task
12,бюджетов,Task
13,в,Task
14,период,Task
15,НЭПа,Task
16,.,O
17,Выделяется,Contrib
18,специфика,Contrib
19,указанной,Contrib
20,проблемы,Contrib
21,",",O
22,свойственная,O
23,советскому,O
24,периоду,O
25,развития,O
26,государства,O
27,и,O
28,права,O
29,.,O
30,В,O
31,обоснование,O
32,масштабности,O
33,описываемого,O
34,явления,O
35,приводятся,Contrib
36,статистические,Contrib
37,бюджетные,Contrib
38,показатели,Contrib
39,",",Contrib
40,характерные,Contrib
41,для,Contrib
42,1922–1930,Contrib
43,гг,Contrib
44,.,O
45,Устанавливаются,Contrib
46,причины,Contrib
47,несоразмерно,Contrib
48,высокого,Contrib
49,уровня,Contrib
50,административных,Contrib
51,расходов,Contrib
52,в,Contrib
53,структуре,Contrib
54,местных,Contrib
55,финансов,Contrib
56,и,O
57,оценивается,Contrib
58,влияние,Contrib
59,их,Contrib
60,величины,Contrib
61,на,Contrib
62,воз-,Contrib
63,можность,Contrib
64,создания,Contrib
65,системы,Contrib
66,самостоятельных,Contrib
67,бюджетов,Contrib
68,на,Contrib
69,местах,Contrib
70,.,O
71,Анализируется,Contrib
72,алгоритм,Contrib
73,преодоления,Contrib
74,этой,Contrib
75,проблемы,Contrib
76,",",O
77,оценивается,Contrib
78,эффективность,Contrib
79,предпринятых,Contrib
80,мер,Contrib
81,.,O
82,Формируется,O
83,мнение,O
84,о,O
85,том,O
86,",",O
87,что,O
88,деятельность,Conc
89,правоприменителя,Conc
90,носила,Conc
91,непродуманный,Conc
92,характер,Conc
93,",",Conc
94,основывалась,Conc
95,на,Conc
96,поверхностном,Conc
97,видении,Conc
98,происходящих,Conc
99,процессов,Conc
100,и,Conc
101,не,Conc
102,отвечала,Conc
103,требованиям,Conc
104,целесообразности,Conc
105,.,O
106,Обосновывается,Contrib
107,необходимость,Contrib
108,применения,Contrib
109,комплексного,Contrib
110,подхода,Contrib
111,к,Contrib
112,решению,Contrib
113,задачи,Contrib
114,снижения,Contrib|Task
115,доли,Contrib|Task
116,административных,Contrib|Task
117,расходов,Contrib|Task
118,в,Contrib|Task
119,структуре,Contrib|Task
120,местных,Contrib|Task
121,бюджетов,Contrib|Task
122,в,Contrib|Task
123,период,Contrib|Task
124,НЭПа,Contrib|Task
125,.,O
