id,token,tag
0,Рассматривается,Contrib
1,правовая,Contrib
2,природа,Contrib
3,договора,Contrib
4,о,Contrib
5,развитии,Contrib
6,застроенной,Contrib
7,территории,Contrib
8,.,O
9,Анализируются,Contrib
10,различные,Contrib
11,мнения,Contrib
12,по,Contrib
13,этому,Contrib
14,вопросу,Contrib
15,.,O
16,Сделан,O
17,вывод,O
18,",",O
19,что,O
20,договор,Conc
21,о,Conc
22,развитии,Conc
23,застроенной,Conc
24,территории,Conc
25,является,Conc
26,градостроительным,Conc
27,договором,Conc
28,",",Conc
29,заключаемым,Conc
30,с,Conc
31,целью,Conc
32,осуществления,Conc
33,градостроительной,Conc
34,деятельности,Conc
35,.,O
36,Предпринята,Contrib
37,попытка,Contrib
38,выявить,Contrib
39,особенности,Contrib
40,градостроительного,Contrib
41,договора,Contrib
42,на,Contrib
43,примере,Contrib
44,договора,Contrib
45,о,Contrib
46,развитии,Contrib
47,застроенной,Contrib
48,территории,Contrib
49,.,O
50,Такой,Conc
51,договор,Conc
52,отличает,Conc
53,особый,Conc
54,субъектный,Conc
55,состав,Conc
56,.,O
57,Одной,Conc
58,из,Conc
59,сторон,Conc
60,договора,Conc
61,всегда,Conc
62,является,Conc
63,орган,Conc
64,местного,Conc
65,самоуправления,Conc
66,",",Conc
67,действующий,Conc
68,в,Conc
69,публичных,Conc
70,интересах,Conc
71,и,Conc
72,в,Conc
73,пределах,Conc
74,своей,Conc
75,компетенции,Conc
76,.,O
77,Он,Conc
78,выступает,Conc
79,гарантом,Conc
80,обеспечения,Conc
81,конституционных,Conc
82,прав,Conc
83,граждан,Conc
84,на,Conc
85,жилище,Conc
86,",",O
87,поскольку,O
88,градостроительный,O
89,договор,O
90,непосредственно,O
91,затрагивает,O
92,интересы,O
93,третьих,O
94,лиц,O
95,",",O
96,не,O
97,являющихся,O
98,стороной,O
99,такого,O
100,договора,O
101,.,O
102,Ими,O
103,являются,O
104,граждане,O
105,",",O
106,выселяемые,O
107,из,O
108,жилых,O
109,помещений,O
110,",",O
111,расположенных,O
112,в,O
113,многоквартирных,O
114,домах,O
115,",",O
116,признанных,O
117,ветхими,O
118,и,O
119,аварийными,O
120,",",O
121,и,O
122,расположенных,O
123,на,O
124,территории,O
125,",",O
126,подлежащей,O
127,развитию,O
128,.,O
