id,token,tag
0,Предлагается,Contrib
1,способ,Contrib
2,представления,Contrib|Task
3,знаний,Contrib|Task
4,о,Contrib|Task
5,формообразовании,Contrib|Task
6,естественных,Contrib|Task
7,языков,Contrib|Task
8,",",O
9,включающий,O
10,модель,O
11,формообразования,O
12,языка,O
13,на,O
14,основе,O
15,трехуровневой,O
16,иерархии,O
17,слов,O
18,«,O
19,супертип,O
20,»,O
21,—,O
22,«,O
23,тип,O
24,»,O
25,—,O
26,«,O
27,семейство,O
28,»,O
29,",",O
30,обеспечивающая,O
31,низкую,O
32,избыточность,O
33,при,O
34,описании,O
35,парадигм,O
36,(,O
37,например,O
38,",",O
39,для,O
40,русских,O
41,глаголов,O
42,),O
43,и,O
44,",",O
45,независимо,O
46,от,O
47,нее,O
48,",",O
49,модель,O
50,правил,O
51,формообразования,O
52,в,O
53,виде,O
54,преобразований,O
55,слов,O
56,.,O
57,Для,Contrib
58,случая,Contrib
59,только,Contrib
60,постфиксных,Contrib
61,правил,Contrib
62,формообразования,Contrib
63,предлагается,Contrib
64,способ,Contrib
65,представления,Contrib
66,данных,Contrib
67,и,Contrib
68,алгоритм,Contrib
69,",",Contrib
70,обеспечивающие,Contrib
71,высокую,Contrib
72,скорость,Contrib
73,определения,Contrib
74,форм,Contrib
75,слов,Contrib
76,.,O
77,В,O
78,первой,O
79,части,O
80,статьи,O
81,предложен,Contrib
82,способ,Contrib
83,представления,Contrib
84,правил,Contrib
85,формообразования,Contrib
86,и,Contrib
87,алгоритм,Contrib
88,",",Contrib
89,обеспечивающий,Contrib
90,высокую,Contrib
91,скорость,Contrib
92,анализа,Contrib
93,форм,Contrib
94,слов,Contrib
95,;,O
96,во,O
97,второй,O
98,части,O
99,статьи,O
100,предложена,Contrib
101,структура,Contrib
102,представления,Contrib
103,знаний,Contrib
104,о,Contrib
105,формообразовании,Contrib
106,и,O
107,приведен,O
108,пример,O
109,описания,O
110,формообразования,O
111,слов,O
112,русского,O
113,языка,O
114,.,O
