id,token,tag
0,В,O
1,статье,O
2,рассматриваются,O
3,вопросы,O
4,построения,Task
5,моделей,Task
6,документального,Task
7,и,Task
8,фактографического,Task
9,поиска,Task
10,для,Task
11,интеллектуальных,Task
12,информационных,Task
13,систем,Task
14,",",O
15,работающих,O
16,с,O
17,документами,O
18,достаточно,O
19,произвольной,O
20,структуры,O
21,",",O
22,а,O
23,также,O
24,разработки,Task
25,технологии,Task
26,извлечения,Task
27,фактографической,Task
28,информации,Task
29,из,Task
30,научных,Task
31,документов,Task
32,достаточно,Task
33,произвольной,Task
34,структуры,Task
35,.,O
36,Предложена,Contrib
37,модель,Contrib
38,классификации,Contrib
39,документов,Contrib
40,интеллектуальной,Contrib
41,информационной,Contrib
42,системы,Contrib
43,",",O
44,основанная,O
45,на,O
46,использовании,O
47,отношения,O
48,толерантности,O
49,",",O
50,учитывающая,O
51,возможное,O
52,отсутствие,O
53,априорно,O
54,заданных,O
55,классификаторов,O
56,.,O
57,Показано,O
58,",",O
59,что,O
60,при,Conc
61,создании,Conc
62,фактографических,Conc
63,систем,Conc
64,целесообразно,Conc
65,следующее,Conc
66,понимание,Conc
67,факта,Conc
68,:,Conc
69,содержащаяся,Conc
70,в,Conc
71,тексте,Conc
72,и,Conc
73,метаданных,Conc
74,документа,Conc
75,совокупность,Conc
76,связей,Conc
77,между,Conc
78,сущностями,Conc
79,",",Conc
80,описываемыми,Conc
81,в,Conc
82,онтологии,Conc
83,информационной,Conc
84,системы,Conc
85,.,O
86,Предложена,Contrib
87,простейшая,Contrib
88,модель,Contrib
89,онтологии,Contrib
90,фактографической,Contrib
91,системы,Contrib
92,.,O
