id,token,tag
0,В,O
1,статье,O
2,рассмотрено,Contrib
3,математическое,Contrib
4,моделирование,Contrib
5,динамики,Contrib
6,движения,Contrib
7,бионического,Contrib
8,плавающего,Contrib
9,робота,Contrib
10,в,Contrib
11,горизонтальной,Contrib
12,плоскости,Contrib
13,",",Contrib
14,а,Contrib
15,также,Contrib
16,конструктивные,Contrib
17,особенности,Contrib
18,робота,Contrib
19,и,Contrib
20,его,Contrib
21,подсистем,Contrib
22,.,O
23,Описаны,O
24,некоторые,O
25,результаты,O
26,численных,O
27,и,O
28,экспериментальных,O
29,исследований,O
30,.,O
