id,token,tag
0,Большинство,O
1,технологий,O
2,объектно-ориентированной,O
3,разработки,O
4,опирается,O
5,на,O
6,использование,O
7,универсального,O
8,языка,O
9,моделирования,O
10,UML,O
11,;,O
12,особенно,O
13,широко,O
14,в,O
15,процессе,O
16,проектирования,O
17,применяются,O
18,диаграммы,O
19,классов,O
20,",",O
21,которые,O
22,служат,O
23,для,O
24,построения,O
25,модели,O
26,программной,O
27,системы,O
28,",",O
29,отражающей,O
30,закономерности,O
31,предметной,O
32,области,O
33,.,O
34,Современные,O
35,CASE-средства,O
36,",",O
37,являющиеся,O
38,базовыми,O
39,инструментами,O
40,объектно-ориентированной,O
41,разработки,O
42,",",O
43,поддерживают,O
44,UML,O
45,",",O
46,но,O
47,не,O
48,имеют,O
49,средств,O
50,оптимизации,O
51,UML-диаграмм,O
52,и,O
53,чаще,O
54,всего,O
55,лишены,O
56,возможностей,O
57,их,O
58,верификации,O
59,.,O
60,В,O
61,статье,O
62,будет,O
63,показано,Contrib
64,",",Contrib
65,как,Contrib
66,можно,Contrib
67,представить,Contrib
68,диаграммы,Contrib
69,классов,Contrib
70,в,Contrib
71,виде,Contrib
72,утверждений,Contrib
73,дескрипционной,Contrib
74,логики,Contrib
75,",",Contrib
76,а,Contrib
77,затем,Contrib
78,произвести,Contrib
79,их,Contrib
80,верификацию,Contrib
81,и,Contrib
82,оптимизацию,Contrib
83,.,O
84,Оптимизация,O
85,будет,O
86,базироваться,O
87,на,O
88,использовании,O
89,шаблонов,O
90,и,O
91,антишаблонов,O
92,проектирования,O
93,.,O
94,Приведено,O
95,несколько,O
96,конкретных,O
97,примеров,O
98,оптимизации,O
99,.,O
100,Показано,O
101,",",O
102,что,O
103,некоторые,Conc
104,преобразования,Conc
105,могут,Conc
106,быть,Conc
107,осуществлены,Conc
108,автоматически,Conc
109,;,O
110,в,O
111,остальных,O
112,случаях,O
113,проектировщику,O
114,будет,O
115,указано,O
116,на,O
117,неоптимальность,O
118,модели,O
119,и,O
120,предложены,O
121,рекомендации,O
122,по,O
123,ее,O
124,исправлению,O
125,.,O
