id,token,tag
0,Полевая,O
1,документация,O
2,в,O
3,большинстве,O
4,случаев,O
5,ведется,O
6,в,O
7,бумажном,O
8,виде,O
9,с,O
10,использованием,O
11,карандаша,O
12,",",O
13,в,O
14,редких,O
15,случаях,O
16,используется,O
17,лицензионное,O
18,программное,O
19,обеспечение,O
20,.,O
21,Это,O
22,связано,O
23,с,O
24,высокой,O
25,стоимостью,O
26,оборудования,O
27,и,O
28,основными,O
29,финансовыми,O
30,вложениями,O
31,именно,O
32,в,O
33,оборудование,O
34,и,O
35,технологии,O
36,бурения,O
37,",",O
38,а,O
39,не,O
40,средства,O
41,документирования,O
42,.,O
43,В,O
44,работе,O
45,предлагается,Contrib
46,описание,Contrib
47,построения,Contrib
48,универсальной,Contrib
49,программы,Contrib
50,ведения,Contrib
51,полевой,Contrib
52,геологической,Contrib
53,документации,Contrib
54,",",Contrib
55,которая,Contrib
56,решает,Contrib
57,существенную,Contrib
58,часть,Contrib
59,задач,Contrib
60,своих,Contrib
61,конкурентов,Contrib
62,в,Contrib
63,части,Contrib
64,ведения,Contrib
65,полевого,Contrib
66,журнала,Contrib
67,.,O
68,В,O
69,работе,O
70,описаны,Contrib
71,основные,Contrib
72,требования,Contrib
73,к,Contrib
74,программе,Contrib
75,ведения,Contrib
76,геологической,Contrib
77,документации,Contrib
78,",",O
79,сформулированы,Contrib
80,ее,Contrib
81,ограничения,Contrib
82,",",O
83,предложены,Contrib
84,решения,Contrib
85,по,Contrib
86,каждой,Contrib
87,из,Contrib
88,ключевых,Contrib
89,задач,Contrib
90,разработки,Contrib
91,",",O
92,приведены,Contrib
93,принципиальные,Contrib
94,фрагменты,Contrib
95,программного,Contrib
96,кода,Contrib
97,на,Contrib
98,Java,Contrib
99,.,O
100,Описаны,Contrib
101,подходы,Contrib
102,к,Contrib
103,формированию,Contrib
104,текстового,Contrib
105,описания,Contrib
106,для,Contrib
107,каждого,Contrib
108,интервала,Contrib
109,с,O
110,использованием,O
111,скриптового,O
112,языка,O
113,JavaScript,O
114,",",O
115,в,O
116,том,O
117,числе,O
118,с,O
119,использованием,O
120,данных,O
121,по,O
122,подынтервалам,O
123,.,O
