id,token,tag
0,В,O
1,статье,O
2,показано,Contrib
3,",",Contrib
4,как,Contrib
5,можно,Contrib
6,использовать,Contrib
7,математический,Contrib
8,пакет,Contrib
9,Mathcad,Contrib
10,для,Contrib
11,решения,Contrib
12,задачи,Contrib|Task
13,о,Contrib|Task
14,движении,Contrib|Task
15,планет,Contrib|Task
16,(,Contrib|Task
17,материальных,Contrib|Task
18,точек,Contrib|Task
19,),Contrib|Task
20,под,Contrib|Task
21,действием,Contrib|Task
22,гравитационных,Contrib|Task
23,сил,Contrib|Task
24,на,Contrib
25,плоскости,Contrib
26,и,Contrib
27,в,Contrib
28,трехмерном,Contrib
29,пространстве,Contrib
30,.,O
31,Задача,O
32,проецируется,O
33,на,O
34,небесную,O
35,механику,O
36,.,O
37,Обсуждаются,Contrib
38,вопросы,Contrib
39,пределов,Contrib
40,точности,Contrib
41,численных,Contrib
42,методов,Contrib
43,решения,Contrib
44,обыкновенных,Contrib
45,дифференциальных,Contrib
46,уравнений,Contrib
47,.,O
48,Водится,Contrib
49,понятие,Contrib
50,«,Contrib
51,Часов,Contrib
52,Кеплера,Contrib
53,»,Contrib
54,с,Contrib
55,неравномерным,Contrib
56,движением,Contrib
57,стрелок,Contrib
58,",",Contrib
59,иллюстрирующих,Contrib
60,второй,Contrib
61,закон,Contrib
62,Кеплера,Contrib
63,.,O
