id,token,tag
0,В,O
1,работе,O
2,рассматривается,O
3,задача,O
4,стабилизации,Task
5,робота,Task
6,типа,Task
7,акробот,Task
8,«,Task
9,Acrobot,Task
10,»,Task
11,методом,Method
12,обратной,Method
13,связи,Method
14,линеаризацией,Method
15,.,O
16,Рассматриваемая,O
17,модель,O
18,акробота,O
19,представляет,O
20,собой,O
21,роботизированную,O
22,конструкцию,O
23,двухзвенного,O
24,робота,O
25,с,O
26,единственный,O
27,приводом,O
28,в,O
29,вертикальной,O
30,плоскости,O
31,(,O
32,локте,O
33,),O
34,.,O
35,Рассматриваемая,O
36,модель,O
37,представляет,O
38,интерес,O
39,",",O
40,определяемый,O
41,возможностью,O
42,аналитического,O
43,исследования,O
44,динамических,O
45,уравнений,O
46,с,O
47,незначительным,O
48,числом,O
49,параметров,O
50,.,O
51,Получено,Contrib
52,решение,Contrib
53,задачи,Contrib
54,стабилизации,Contrib|Task
55,конструкции,Contrib|Task
56,акробота,Contrib|Task
57,линейно-квадратичными,Contrib|Method
58,регуляторами,Contrib|Method
59,.,O
60,Однако,O
61,найденные,Conc
62,решения,Conc
63,не,Conc
64,обеспечивают,Conc
65,робастность,Conc
66,параметров,Conc
67,",",Conc
68,что,Conc
69,затрудняет,Conc
70,их,Conc
71,практическое,Conc
72,использование,Conc
73,.,O
74,Приведены,O
75,результаты,O
76,вычислительных,O
77,экспериментами,O
78,.,O
