id,token,tag
0,Исследуется,Contrib
1,семантика,Contrib
2,и,Contrib
3,прагматика,Contrib
4,конструкций,Contrib
5,типа,Contrib
6,самый,Contrib
7,покупаемый,Contrib
8,",",Contrib
9,которые,Contrib
10,широко,Contrib
11,используются,Contrib
12,в,Contrib
13,медиатекстах,Contrib
14,для,Contrib
15,номинации,Contrib
16,качественного,Contrib
17,признака,Contrib
18,предмета,Contrib
19,.,O
20,Автор,O
21,выявляет,Contrib
22,факторы,Contrib
23,",",Contrib
24,обусловливающие,Contrib
25,возможность,Contrib
26,образования,Contrib
27,таких,Contrib
28,конструкций,Contrib
29,",",O
30,описывает,Contrib
31,характерные,Contrib
32,для,Contrib
33,них,Contrib
34,имплицитные,Contrib
35,смыслы,Contrib
36,",",O
37,показывает,O
38,",",O
39,что,O
40,они,Conc
41,апеллируют,Conc
42,к,Conc
43,авторитету,Conc
44,или,Conc
45,практике,Conc
46,неограниченного,Conc
47,круга,Conc
48,лиц,Conc
49,и,O
50,потому,O
51,обладают,Conc
52,повышенной,Conc
53,воздействующей,Conc
54,силой,Conc
55,.,O
