id,token,tag
0,Статья,O
1,посвящена,O
2,анализу,Contrib
3,стратегии,Contrib
4,демонизации,Contrib
5,образов,Contrib
6,исторических,Contrib
7,деятелей,Contrib
8,на,Contrib
9,современном,Contrib
10,российском,Contrib
11,телевидении,Contrib
12,.,O
13,Рассматривается,Contrib
14,механизм,Contrib
15,процесса,Contrib
16,демонизации,Contrib
17,",",Contrib
18,его,Contrib
19,предпосылки,Contrib
20,и,Contrib
21,последствия,Contrib
22,с,Contrib
23,точки,Contrib
24,зрения,Contrib
25,конструирования,Contrib
26,политической,Contrib
27,идентичности,Contrib
28,.,O
