id,token,tag
0,Анализируется,Contrib
1,семантика,Contrib
2,и,Contrib
3,особенности,Contrib
4,употребления,Contrib
5,в,Contrib
6,современной,Contrib
7,русской,Contrib
8,речи,Contrib
9,слов,Contrib
10,(,Contrib
11,российцы,Contrib
12,",",Contrib
13,россиянцы,Contrib
14,",",Contrib
15,эрэфцы,Contrib
16,",",Contrib
17,эрэфийцы,Contrib
18,",",Contrib
19,эрэфяне,Contrib
20,",",Contrib
21,русичи,Contrib
22,",",Contrib
23,урусы,Contrib
24,",",Contrib
25,руситы,Contrib
26,и,Contrib
27,др,Contrib
28,.,Contrib
29,),Contrib
30,",",Contrib
31,находящихся,Contrib
32,на,Contrib
33,стыке,Contrib
34,этнонимии,Contrib
35,и,Contrib
36,названий,Contrib
37,жителей,Contrib
38,.,O
