id,token,tag
0,Исследован,Contrib
1,генетический,Contrib
2,полиморфизм,Contrib
3,ферментов,Contrib
4,метаболизма,Contrib
5,эстрогенов,Contrib
6,:,Contrib
7,цитохромов,Contrib
8,P450,Contrib
9,(,Contrib
10,CYP,Contrib
11,),Contrib
12,1A1,Contrib
13,и,Contrib
14,1A2,Contrib
15,",",Contrib
16,CYP19,Contrib
17,(,Contrib
18,Ароматаза,Contrib
19,),Contrib
20,",",Contrib
21,сульфоотрансфераза,Contrib
22,(,Contrib
23,SULT,Contrib
24,),Contrib
25,1A1,Contrib
26,170-ти,Contrib
27,женщин,Contrib
28,с,Contrib
29,миомой,Contrib
30,матки,Contrib
31,и,Contrib
32,170-ти,Contrib
33,здоровых,Contrib
34,женщин,Contrib
35,.,O
36,Достоверных,Conc
37,различий,Conc
38,в,Conc
39,частоте,Conc
40,встречаемости,Conc
41,мутантных,Conc
42,аллелей,Conc
43,генов,Conc
44,CYP1A1,Conc
45,(,Conc
46,MspI,Conc
47,полиморфизм,Conc
48,),Conc
49,и,Conc
50,CYP19,Conc
51,(,Conc
52,C264-T,Conc
53,),Conc
54,больных,Conc
55,и,Conc
56,здоровых,Conc
57,женщин,Conc
58,выявлено,Conc
59,не,Conc
60,было,Conc
61,.,O
62,Частота,Conc
63,мутантного,Conc
64,аллеля,Conc
65,гена,Conc
66,CYP1A2,Conc
67,(,Conc
68,A734-C,Conc
69,),Conc
70,была,Conc
71,выше,Conc
72,(,Conc
73,"21,8",Conc
74,%,Conc
75,",",Conc
76,"OR=0,71",Conc
77,",",Conc
78,"P=0,097",Conc
79,),Conc
80,у,Conc
81,больных,Conc
82,женщин,Conc
83,по,Conc
84,сравнению,Conc
85,с,Conc
86,группой,Conc
87,контроля,Conc
88,(,Conc
89,"16,5",Conc
90,%,Conc
91,),Conc
92,.,O
93,Частота,Conc
94,гетерозиготного,Conc
95,генотипа,Conc
96,CYP1A2,Conc
97,*,Conc
98,1A/1F,Conc
99,(,Conc
100,"38,8",Conc
101,%,Conc
102,",",Conc
103,"OR=1,29",Conc
104,",",Conc
105,"P=0,37",Conc
106,),Conc
107,была,Conc
108,также,Conc
109,выше,Conc
110,по,Conc
111,сравнению,Conc
112,со,Conc
113,здоровыми,Conc
114,женщинами,Conc
115,(,Conc
116,"32,9",Conc
117,%,Conc
118,),Conc
119,.,O
120,Выявлено,Conc
121,достоверное,Conc
122,снижение,Conc
123,частоты,Conc
124,встречаемости,Conc
125,мутантного,Conc
126,аллеля,Conc
127,гена,Conc
128,SULT1A1,Conc
129,(,Conc
130,G638-A,Conc
131,),Conc
132,у,Conc
133,женщин,Conc
134,с,Conc
135,миомой,Conc
136,(,Conc
137,"34,7",Conc
138,%,Conc
139,",",Conc
140,"OR=0,60",Conc
141,",",Conc
142,"P=0,001",Conc
143,),Conc
144,по,Conc
145,сравнению,Conc
146,с,Conc
147,группой,Conc
148,контроля,Conc
149,(,Conc
150,"47,1",Conc
151,%,Conc
152,),Conc
153,.,O
154,Кроме,O
155,того,O
156,",",O
157,наблюдается,Conc
158,снижение,Conc
159,частоты,Conc
160,встречаемости,Conc
161,гомозигот,Conc
162,мутантного,Conc
163,типа,Conc
164,больных,Conc
165,:,Conc
166,"9,4",Conc
167,(,Conc
168,"OR=0,25",Conc
169,",",Conc
170,"P=0,000006",Conc
171,),Conc
172,по,Conc
173,сравнению,Conc
174,с,Conc
175,группой,Conc
176,контроля,Conc
177,(,Conc
178,"29,4",Conc
179,%,Conc
180,),Conc
181,.,O
182,Также,O
183,наблюдается,Conc
184,снижение,Conc
185,частоты,Conc
186,встре,Conc
187,чаемости,Conc
188,гетерозиготного,Conc
189,генотипа,Conc
190,SULT1A1,Conc
191,*,Conc
192,1/2,Conc
193,в,Conc
194,группе,Conc
195,с,Conc
196,доброкачественными,Conc
197,новообразованиями,Conc
198,(,Conc
199,"50,6",Conc
200,%,Conc
201,",",Conc
202,"OR=1,88",Conc
203,",",Conc
204,"P=0,006",Conc
205,),Conc
206,по,Conc
207,сравнению,Conc
208,с,Conc
209,группой,Conc
210,контроля,Conc
211,(,Conc
212,"35,3",Conc
213,%,Conc
214,),Conc
215,.,O
216,Полученные,O
217,результаты,O
218,свидетельствуют,O
219,о,O
220,возможном,Conc
221,вовлечении,Conc
222,ферментов,Conc
223,SULT1A1,Conc
224,и,Conc
225,CYP1A2,Conc
226,в,Conc
227,патогенез,Conc
228,миомы,Conc
229,матки,Conc
230,.,O
231,Тогда,O
232,в,Conc
233,группу,Conc
234,риска,Conc
235,этого,Conc
236,заболевания,Conc
237,попадают,Conc
238,женщины,Conc
239,",",Conc
240,имеющие,Conc
241,сочетание,Conc
242,дикого,Conc
243,SULT1A1,Conc
244,и,Conc
245,мутантного,Conc
246,CYP1A2,Conc
247,генотипов,Conc
248,.,O
