id,token,tag
0,На,O
1,клиническом,O
2,примере,O
3,продемонстрирован,Contrib
4,результат,Contrib
5,модифицированной,Contrib
6,методики,Contrib
7,хирургического,Contrib
8,лечения,Contrib
9,больной,Contrib
10,с,Contrib
11,синдромом,Contrib
12,«,Contrib
13,тяжелого,Contrib
14,глаза,Contrib
15,»,Contrib
16,(,Contrib
17,СТГ,Contrib
18,),Contrib
19,.,O
20,Пациентке,O
21,с,O
22,двусторонним,O
23,СТГ,O
24,ранее,O
25,была,O
26,выполнена,O
27,операция,O
28,по,O
29,классической,O
30,методике,O
31,на,O
32,правом,O
33,глазу,O
34,без,O
35,достижения,O
36,косметического,O
37,и,O
38,функционального,O
39,эффекта,O
40,.,O
41,На,O
42,втором,O
43,этапе,O
44,проведено,O
45,хирургическое,O
46,лечение,O
47,на,O
48,левом,O
49,глазу,O
50,.,O
51,Основное,O
52,техническое,O
53,решение,O
54,–,O
55,сшивание,O
56,верхней,O
57,и,O
58,наружной,O
59,прямых,O
60,мышц,O
61,между,O
62,собой,O
63,в,O
64,15,O
65,мм,O
66,от,O
67,их,O
68,анатомического,O
69,места,O
70,прикрепления,O
71,.,O
72,Достигнут,O
73,хороший,O
74,косметический,O
75,и,O
76,функциональный,O
77,результат,O
78,.,O
