id,token,tag
0,Изучена,Contrib
1,частота,Contrib
2,легочных,Contrib
3,осложнений,Contrib
4,у,Contrib
5,104,Contrib
6,пациентов,Contrib
7,с,Contrib
8,сочетанными,Contrib
9,повреждениями,Contrib
10,груди,Contrib
11,и,Contrib
12,сегментов,Contrib
13,конечностей,Contrib
14,.,O
15,Все,O
16,пациенты,O
17,разделены,O
18,на,O
19,две,O
20,группы,O
21,:,O
22,основную,O
23,составили,O
24,46,O
25,больных,O
26,с,O
27,сочетанными,O
28,повреждениями,O
29,груди,O
30,и,O
31,конечностей,O
32,",",O
33,сравнительную,O
34,–,O
35,58,O
36,пострадавших,O
37,с,O
38,изолированными,O
39,травмами,O
40,груди,O
41,.,O
42,Установлено,O
43,",",O
44,что,O
45,легочные,Conc
46,осложнения,Conc
47,выявлены,Conc
48,в,Conc
49,"91,3",Conc
50,%,Conc
51,случаев,Conc
52,у,Conc
53,больных,Conc
54,с,Conc
55,сочетанными,Conc
56,повреждениями,Conc
57,груди,Conc
58,и,Conc
59,конечностей,Conc
60,.,O
61,Двусторонние,Conc
62,повреждения,Conc
63,грудной,Conc
64,клетки,Conc
65,у,Conc
66,пациентов,Conc
67,с,Conc
68,сочетанными,Conc
69,травмами,Conc
70,встречались,Conc
71,в,Conc
72,"3,5",Conc
73,раза,Conc
74,чаще,Conc
75,",",Conc
76,чем,Conc
77,у,Conc
78,пациентов,Conc
79,с,Conc
80,изолированными,Conc
81,повреждениями,Conc
82,груди,Conc
83,.,O
84,Таким,O
85,образом,O
86,",",O
87,изолированная,Conc
88,травма,Conc
89,груди,Conc
90,в,Conc
91,"34,7",Conc
92,%,Conc
93,случаев,Conc
94,осложнялась,Conc
95,пневмотораксом,Conc
96,",",Conc
97,при,Conc
98,сочетанных,Conc
99,повреждениях,Conc
100,данный,Conc
101,признак,Conc
102,выявлен,Conc
103,у,Conc
104,"21,6",Conc
105,%,Conc
106,больных,Conc
107,.,O
108,Гемо-,Conc
109,и,Conc
110,гемопневмоторакс,Conc
111,в,Conc
112,большинстве,Conc
113,случаев,Conc
114,(,Conc
115,"78,4",Conc
116,%,Conc
117,),Conc
118,возникали,Conc
119,при,Conc
120,сочетанных,Conc
121,повреждениях,Conc
122,груди,Conc
123,и,Conc
124,сегментов,Conc
125,конечностей,Conc
126,по,Conc
127,сравнению,Conc
128,с,Conc
129,изолированными,Conc
130,травмами,Conc
131,грудной,Conc
132,клетки,Conc
133,(,Conc
134,"65,3",Conc
135,%,Conc
136,),Conc
137,.,O
